time,open,high,low,close,TheStrat Label 1,TheStrat Label 2,TheStrat Label 3,2-1-2 BLR,2-1-2 BLC,3-1-2 BLR,3-2-2 BLR,Rev Strat 1-2-2 BLR,2-2 BLR,2-1-2 BRR,2-1-2 BRC,3-1-2 BRR,3-2-2 BRR,Rev Strat 1-2-2 BRR,2-2 BRR,Double Inside,PMG BLR,PMG BRR,Volume,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status
1606341600,12178.2,12232.6,12136.4,12158.8,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56801,9.530844623810896,9.530844623810896,2.0238974290125435,2.0238974290125435,-0.15930104613162416,-0.15930104613162416,-0.03781837315224661,-0.03781837315224661
1606428000,12158.8,12316.8,12146.2,12283.2,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87755,10.651484577688109,10.651484577688109,3.067731758072098,3.067731758072098,1.0231272822976072,1.0231272822976072,0.7034285995376154,0.7034285995376154
1606687200,12283.2,12345.6,12095.4,12327.6,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320520,11.05145575093688,11.05145575093688,0.3614693239546668,0.3614693239546668,0.3614693239546668,0.3614693239546668,0.47271304688009386,0.47271304688009386
1606773600,12327.6,12516.2,12317,12463,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213218,1.0983484214283368,1.0983484214283368,1.4637879379966072,1.4637879379966072,1.0983484214283368,1.0983484214283368,1.4538764612028294,1.4538764612028294
1606860000,12463,12475.8,12317.6,12466.2,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212829,1.124306434342454,1.124306434342454,1.4898397811645174,1.4898397811645174,0.025676000962855872,0.025676000962855872,0.0867093790645109,0.0867093790645109
1606946400,12466.2,12542.2,12446.4,12490.4,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158147,1.3206139070054128,1.3206139070054128,1.6868568451217834,1.6868568451217834,0.19412491376681673,0.19412491376681673,0.23915381281799647,0.23915381281799647
1607032800,12490.4,12537.6,12450.8,12511.4,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,111493,1.490963366754269,1.490963366754269,1.8578220659111542,1.8578220659111542,0.16812912316659195,0.16812912316659195,0.2966074520618226,0.2966074520618226
1607292000,12511.4,12614.2,12476.6,12594.4,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124402,2.164249326714034,2.164249326714034,0.6633949837747974,0.6633949837747974,0.6633949837747974,0.6633949837747974,0.5043411644535153,0.5043411644535153
1607378400,12594.4,12654.4,12504.4,12649.6,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96058,2.612025049482462,2.612025049482462,1.104592611538283,1.104592611538283,0.43829003366576197,0.43829003366576197,0.39843167134943513,0.39843167134943513
1607464800,12649.6,12676.2,12308.6,12353.2,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200582,0.20766410331289434,0.20766410331289434,-1.264446824496051,-1.264446824496051,-2.3431570958765464,-2.3431570958765464,-2.256614761362189,-2.256614761362189
1607551200,12353.2,12450.2,12220,12390.2,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273017,0.5078036276323077,0.5078036276323077,-0.9687165305241533,-0.9687165305241533,0.29951753391833696,0.29951753391833696,0.25406997443118634,0.25406997443118634
1607637600,12390.2,12415.6,12236,12371,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243068,0.35205555014763323,0.35205555014763323,-1.1221765749636303,-1.1221765749636303,-0.15496117899630937,-0.15496117899630937,-0.23065260169683183,-0.23065260169683183
1607896800,12371,12543.4,12371,12464.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141770,1.1105162399818265,1.1105162399818265,0.7557998544984237,0.7557998544984237,0.7557998544984237,0.7557998544984237,0.7020747156153021,0.7020747156153021
1607983200,12464.5,12602,12416.2,12592.3,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184852,2.1472143807391455,2.1472143807391455,1.788861045994659,1.788861045994659,1.0253118857555399,1.0253118857555399,1.1218540706358424,1.1218540706358424
1608069600,12592.3,12699.2,12565.8,12672.6,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100869,2.798598267302638,2.798598267302638,2.4379597445639023,2.4379597445639023,0.6376912875328661,0.6376912875328661,0.6480819633071271,0.6480819633071271
