time,open,high,low,close,TheStrat Label 1,TheStrat Label 2,TheStrat Label 3,2-1-2 BLR,2-1-2 BLC,3-1-2 BLR,3-2-2 BLR,Rev Strat 1-2-2 BLR,2-2 BLR,2-1-2 BRR,2-1-2 BRC,3-1-2 BRR,3-2-2 BRR,Rev Strat 1-2-2 BRR,2-2 BRR,Double Inside,PMG BLR,PMG BRR,Volume
1753740000,23505.25,23652.25,23422,23451.5,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132932
1753826400,23451.5,23688,23355,23662.25,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213505
1753912800,23698,23848,23286.5,23329.25,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745547
1753999200,23323.5,23347.5,22788.25,22869,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1915717
1754258400,22850.5,23353.75,22822,23351.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216468
1754344800,23352.5,23404.25,23082,23090.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524897
1754431200,23092,23444.75,23045.25,23413,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355010
1754517600,23416.75,23671.25,23330,23521.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629043
1754604000,23519.5,23768.5,23503.25,23767.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107057
1754863200,23767.25,23804.5,23587,23630,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087690
1754949600,23632,23952.5,23596,23948.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181459
1755036000,23947.25,24069,23886,23927.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110148
1755122400,23930,24005.5,23793.25,23891,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186696
1755208800,23891.25,23962.75,23734.75,23796.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142014
1755468000,23795,23882,23718.75,23789.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008220
1755554400,23799,23839.75,23425.25,23473.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1395287
