time,open,high,low,close,EMA,Volume,Volume MA,EMA Direction (debug),HTF EMA Value (debug),SCRIPT VERSION: NPtMR 1.2,Order Sent Long,Order Sent Short
1785819660,29004,29008.75,28999.5,29003,,505,483.4,1,28999.080494788574,4,0,0
1785819720,29002.25,29007.25,28993,29005.25,,827,503.2,1,28999.080494788574,4,0,0
1785819780,29005,29008.75,28993.25,28995,,526,514,-1,28999.080494788574,4,0,0
1785819840,28995.75,29006,28995,29003,28995.992882769686,404,513.65,1,28999.080494788574,4,0,0
1785819900,29003.25,29006.25,28996.5,28999,,283,491.05,-1,28999.080494788574,4,0,0
1785819960,28998.75,29001,28994.25,28999.25,,320,481.95,1,28999.080494788574,4,0,0
1785820020,28999.25,29006.25,28998.5,29003,,307,479.85,1,28999.080494788574,4,0,0
1785820080,29002.75,29004.5,28998.5,29002.5,,319,480.75,1,28999.080494788574,4,0,0
1785820140,29001.25,29009,29000.75,29006.25,28996.969751077333,382,478.4,1,28999.080494788574,4,0,0
1785820200,29005.25,29006.25,28990,28993.25,,858,504.75,-1,28999.080494788574,4,0,0
1785820260,28993,28994.5,28985.5,28988.5,,778,517,-1,28999.080494788574,4,0,0
1785820320,28988,28988.25,28978.5,28981,,888,534.75,-1,28999.080494788574,4,0,0
1785820380,28981.25,28990.5,28979.5,28984,,813,551.45,-1,28999.080494788574,4,0,0
1785820440,28984.5,28989.5,28983.75,28988,28996.11548906997,320,530.55,-1,28999.080494788574,4,0,0
1785820500,28987.5,29000.75,28982.75,28996.75,,1103,576.05,1,28995.386996525714,4,0,0
1785820560,28997,29000.5,28989.5,28991.75,,396,579.7,-1,28995.386996525714,4,0,0
1785820620,28991,28995.5,28985.5,28995.25,,397,582.8,-1,28995.386996525714,4,0,0
1785820680,28995.25,28997,28992,28993,,233,566.3,-1,28995.386996525714,4,0,0
1785820740,28992.25,29005,28990.25,29004.25,28996.890204396637,528,558.1,1,28995.386996525714,4,0,0
1785820800,29004.25,29015.5,29001.5,29011.25,,1376,578.15,1,28995.386996525714,4,0,0
1785820860,29011.25,29012.25,29006.75,29011.25,,380,571.9,1,28995.386996525714,4,0,0
1785820920,29012,29013,29008.75,29009.5,,287,544.9,1,28995.386996525714,4,0,0
1785820980,29009.5,29014.25,29008,29009.75,,392,538.2,1,28995.386996525714,4,0,0
1785821040,29010.25,29019.75,29009.5,29018.75,28998.972089692197,550,545.5,1,28995.386996525714,4,0,0
1785821100,29019.25,29021.25,29011.25,29011.5,,564,559.55,1,28995.386996525714,4,0,0
1785821160,29011.25,29017,29010.75,29016,,267,556.9,1,28995.386996525714,4,0,0
1785821220,29015.5,29018.75,29009.25,29018,,385,560.8,1,28995.386996525714,4,0,0
1785821280,29018.25,29024.25,29005.75,29022.5,,1091,599.4,1,28995.386996525714,4,0,0
1785821340,29023.25,29030.5,29022,29025.75,29001.52236686437,1305,645.55,1,28995.386996525714,4,0,0
1785821400,29026.5,29038.25,29024,29036,,1337,669.5,1,29005.50799768381,4,0,0
1785821460,29036.25,29039.25,29033.5,29036.75,,699,665.55,1,29005.50799768381,4,0,0
1785821520,29037,29040,29033.75,29038.75,,536,647.95,1,29005.50799768381,4,0,0
1785821580,29038.5,29039.5,29033,29033.75,,436,629.1,1,29005.50799768381,4,0,0
1785821640,29034.5,29045,29034,29041,29005.282141448715,888,657.5,1,29005.50799768381,4,0,0
1785821700,29041.5,29062.25,29041,29053.5,,2162,710.45,1,29005.50799768381,4,0,0
1785821760,29053.25,29066.25,29050,29061.75,,1215,751.4,1,29005.50799768381,4,0,0
1785821820,29061.75,29066.25,29060,29063.75,,803,771.7,1,29005.50799768381,4,0,0
1785821880,29063,29074.75,29060.25,29066.25,,1073,813.7,1,29005.50799768381,4,0,0
1785821940,29065,29065.5,29048.75,29049.5,29009.493366072646,968,835.7,1,29005.50799768381,4,0,0
1785822000,29049,29053.5,29045.75,29052.25,,692,801.5,1,29005.50799768381,4,0,0
1785822060,29051.25,29060,29051.25,29051.75,,492,807.1,1,29005.50799768381,4,0,0
1785822120,29052,29058,29050.75,29055.5,,379,811.7,1,29005.50799768381,4,0,0
1785822180,29055,29062.25,29053.5,29053.5,,521,818.15,1,29005.50799768381,4,0,0
1785822240,29053.75,29061,29053,29058.25,29014.136855018107,364,808.85,1,29005.50799768381,4,0,0
1785822300,29058,29058.5,29043.75,29053.75,,870,824.15,1,29023.08866512254,4,0,0
1785822360,29054.5,29054.5,29048,29052.5,,301,825.85,1,29023.08866512254,4,0,0
1785822420,29053,29058.75,29052,29053.5,,311,822.15,1,29023.08866512254,4,0,0
1785822480,29052.5,29053.75,29047.5,29052,,319,783.55,1,29023.08866512254,4,0,0
1785822540,29052.25,29053.5,29048.75,29050.25,29017.576202159238,172,726.9,1,29023.08866512254,4,0,0
1785822600,29049.5,29050.5,29043.5,29046.75,,453,682.7,1,29023.08866512254,4,0,0
1785822660,29046.75,29059.5,29044.5,29057,,578,676.65,1,29023.08866512254,4,0,0
1785822720,29057.75,29064.5,29056,29061,,621,680.9,1,29023.08866512254,4,0,0
1785822780,29061.5,29065,29060,29060.25,,367,677.45,1,29023.08866512254,4,0,0
1785822840,29060.25,29061.5,29058,29059.5,29021.56894481074,291,647.6,1,29023.08866512254,4,0,0
1785822900,29059,29063,29053.75,29062.25,,389,558.95,1,29023.08866512254,4,0,0
1785822960,29062.5,29066.5,29059.75,29061.25,,504,523.4,1,29023.08866512254,4,0,0
1785823020,29060.75,29069.25,29058.5,29068.75,,492,507.85,1,29023.08866512254,4,0,0
1785823080,29068.75,29073.5,29065.75,29070.75,,587,483.55,1,29023.08866512254,4,0,0
1785823140,29071.25,29074.5,29070.25,29072.75,29026.44333101924,368,453.55,1,29023.08866512254,4,0,0
1785823200,29073,29081.75,29070.5,29072,,1642,501.05,1,29039.64244341503,4,0,0
1785823260,29072.25,29074.25,29067,29074.25,,736,513.25,1,29039.64244341503,4,0,0
1785823320,29073.25,29080.25,29070.75,29076.5,,552,521.9,1,29039.64244341503,4,0,0
1785823380,29076.5,29081.5,29071.75,29075.5,,718,531.75,1,29039.64244341503,4,0,0
1785823440,29075.5,29080.25,29073.25,29075.75,29031.1392042555,373,532.2,1,29039.64244341503,4,0,0
1785823500,29075,29075.75,29068,29068.75,,435,510.45,1,29039.64244341503,4,0,0
1785823560,29068.5,29083.75,29068.25,29079.5,,620,526.4,1,29039.64244341503,4,0,0
1785823620,29080,29088,29075.5,29087.5,,707,546.2,1,29039.64244341503,4,0,0
1785823680,29087.5,29090,29077.5,29081.5,,715,566,1,29039.64244341503,4,0,0
1785823740,29081.5,29083,29078,29081.75,29035.959280040694,264,570.6,1,29039.64244341503,4,0,0
1785823800,29081.25,29086.5,29079.25,29085,,402,568.05,1,29039.64244341503,4,0,0
1785823860,29084.75,29087,29083.75,29085.25,,258,552.05,1,29039.64244341503,4,0,0
1785823920,29086,29090.5,29081.75,29089.5,,584,550.2,1,29039.64244341503,4,0,0
1785823980,29089,29094,29086.75,29087.5,,900,576.85,1,29039.64244341503,4,1,0
1785824040,29087.25,29089,29085,29089,29041.010777179676,457,585.15,1,29039.64244341503,4,0,0
1785824100,29089,29094,29087.25,29090.25,,681,599.75,1,29056.094962276686,4,0,0
1785824160,29090.25,29091,29084.5,29085.25,,485,598.8,1,29056.094962276686,4,0,0
1785824220,29085.5,29087.5,29082,29082.25,,384,593.4,1,29056.094962276686,4,0,0
1785824280,29082.25,29084.5,29077,29078.5,,420,585.05,1,29056.094962276686,4,0,0
1785824340,29078.25,29082.25,29076.25,29082.25,29044.938322210182,593,596.3,1,29056.094962276686,4,0,0
1785824400,29082.5,29085.25,29079.5,29084.25,,360,532.2,1,29056.094962276686,4,0,0
1785824460,29085,29091.75,29079.25,29089.75,,630,526.9,1,29056.094962276686,4,0,0
1785824520,29090,29095,29089.25,29089.75,,605,529.55,1,29056.094962276686,4,0,0
1785824580,29090,29095.5,29084,29084.75,,551,521.2,1,29056.094962276686,4,0,0
1785824640,29084.5,29086.5,29082.25,29086,29048.848958190167,512,528.15,1,29056.094962276686,4,0,0
1785824700,29085.75,29093.75,29083.75,29092,,406,526.7,1,29056.094962276686,4,0,0
1785824760,29092,29099,29089.5,29091.25,,969,544.15,1,29056.094962276686,4,0,0
1785824820,29090.5,29093,29088,29089.25,,199,518.75,1,29056.094962276686,4,0,0
1785824880,29089.5,29091.75,29081.75,29082.25,,538,509.9,1,29056.094962276686,4,0,0
1785824940,29082,29086.75,29079.5,29081.75,29051.982390743484,423,517.85,1,29056.094962276686,4,0,0
1785825000,29081.75,29082.25,29072,29075,,914,543.45,1,29064.64664151779,4,0,0
1785825060,29075.25,29089.5,29073.25,29086.5,,888,574.95,1,29064.64664151779,4,0,0
1785825120,29086.75,29088,29082.5,29083.5,,339,562.7,1,29064.64664151779,4,0,0
1785825180,29083.5,29084.25,29078,29079.25,,382,536.8,1,29064.64664151779,4,0,0
