time,open,high,low,close,EMA,Volume,Volume MA,EMA Direction (debug),HTF EMA Value (debug),SCRIPT VERSION: NPtMR 1.2,Order Sent Long,Order Sent Short
1785825240,29080,29080.25,29069.75,29070.5,29053.74597257744,833,555.6,1,29064.64664151779,4,0,0
1785825300,29071.25,29071.25,29060.75,29061,,1111,577.1,-1,29064.64664151779,4,0,0
1785825360,29061,29062.25,29054.75,29057.5,,906,598.15,-1,29064.64664151779,4,0,0
1785825420,29057.75,29059.75,29055,29058.25,,263,592.1,-1,29064.64664151779,4,0,0
1785825480,29058.5,29058.5,29050,29055.25,,721,607.15,-1,29064.64664151779,4,0,0
1785825540,29055.5,29062,29054.75,29056.5,29054.008260903396,577,606.35,-1,29064.64664151779,4,0,0
1785825600,29056.75,29060,29049,29050.75,,553,616,-1,29064.64664151779,4,0,0
1785825660,29050.5,29050.5,29046.75,29047.5,,483,608.65,-1,29064.64664151779,4,0,0
1785825720,29047.25,29048.5,29042.25,29045,,826,619.7,-1,29064.64664151779,4,0,0
1785825780,29045.75,29050.25,29044.75,29046.75,,536,618.95,-1,29064.64664151779,4,0,0
1785825840,29047,29055.5,29047,29054.5,29054.055093198313,486,617.65,-1,29064.64664151779,4,0,0
1785825900,29055.5,29056,29051,29054,,363,615.5,-1,29061.264427678525,4,0,0
1785825960,29055,29062,29053.5,29061,,709,602.5,-1,29061.264427678525,4,0,0
1785826020,29060.75,29063,29054,29058,,514,618.25,-1,29061.264427678525,4,0,0
1785826080,29057.25,29059.75,29053.5,29056.25,,313,607,-1,29061.264427678525,4,0,0
1785826140,29056.25,29058.25,29055.25,29057.5,29054.383179560376,194,595.55,-1,29061.264427678525,4,0,0
1785826200,29057,29061.5,29054.75,29060.25,,368,568.25,-1,29061.264427678525,4,0,0
1785826260,29059.75,29061.5,29059,29060,,193,533.5,-1,29061.264427678525,4,0,0
1785826320,29060.25,29060.75,29056,29057.25,,178,525.45,-1,29061.264427678525,4,0,0
1785826380,29057.25,29061.5,29056.5,29056.5,,184,515.55,-1,29061.264427678525,4,0,0
1785826440,29056.5,29065,29054.5,29061.25,29055.03716245939,492,498.5,-1,29061.264427678525,4,0,0
1785826500,29062.5,29066.25,29061,29064,,320,458.95,1,29061.264427678525,4,0,0
1785826560,29064,29064,29055.25,29056.75,,367,432,-1,29061.264427678525,4,0,0
1785826620,29056.75,29059.75,29052.25,29059,,308,434.25,-1,29061.264427678525,4,0,0
1785826680,29059.75,29061.25,29052.5,29055.5,,268,411.6,-1,29061.264427678525,4,0,0
1785826740,29055.25,29074.25,29055.25,29072.75,29056.72409936802,768,421.15,1,29061.264427678525,4,0,0
1785826800,29072,29079.75,29070,29077.25,,1456,466.3,1,29065.092951785682,4,0,0
1785826860,29076.75,29093.5,29074.75,29092.75,,1345,509.4,1,29065.092951785682,4,0,0
1785826920,29093,29100.75,29089.25,29097,,1515,543.85,1,29065.092951785682,4,0,0
1785826980,29096.25,29096.25,29082.75,29094,,984,566.25,1,29065.092951785682,4,0,0
1785827040,29094.5,29100.25,29091.75,29095.25,29060.393232761544,877,585.8,1,29065.092951785682,4,0,0
1785827100,29094.75,29096.25,29083.5,29095.5,,773,606.3,1,29065.092951785682,4,0,0
1785827160,29095.5,29095.5,29074.5,29074.5,,825,612.1,1,29065.092951785682,4,0,0
1785827220,29075.25,29077,29063.25,29064.75,,1314,652.1,-1,29065.092951785682,4,0,0
1785827280,29065.5,29067.5,29060,29061,,534,663.15,-1,29065.092951785682,4,0,0
1785827340,29061,29062.25,29053.25,29055,29059.87959154616,903,698.6,-1,29065.092951785682,4,0,0
1785827400,29053.75,29063.25,29051.5,29055.25,,927,726.55,-1,29065.092951785682,4,0,0
1785827460,29055.5,29059.75,29050,29052.25,,492,741.5,-1,29065.092951785682,4,0,0
1785827520,29052.5,29052.75,29037.25,29050.75,,1479,806.55,-1,29065.092951785682,4,0,0
1785827580,29050.5,29069,29048,29066.75,,1440,869.35,1,29065.092951785682,4,0,0
1785827640,29066.5,29070,29058.25,29069.25,29060.772011398905,762,882.85,1,29065.092951785682,4,0,0
1785827700,29069.75,29076.25,29062.5,29064.5,,929,913.3,-1,29066.478634523788,4,0,0
1785827760,29063.5,29088,29063.5,29086.5,,1094,949.65,1,29066.478634523788,4,0,0
1785827820,29085,29088.25,29080.75,29086.75,,575,963,1,29066.478634523788,4,0,0
1785827880,29085.75,29085.75,29064.75,29070,,1093,1004.25,1,29066.478634523788,4,0,0
1785827940,29070.25,29077.25,29068,29069.25,29061.579438884724,489,990.3,1,29066.478634523788,4,0,0
1785828000,29069.75,29081,29065.5,29080.5,,669,950.95,1,29066.478634523788,4,0,0
1785828060,29081.25,29083.25,29075,29081.5,,408,904.1,1,29066.478634523788,4,0,0
1785828120,29082.75,29084.25,29074.25,29077,,497,853.2,1,29066.478634523788,4,0,0
1785828180,29077.75,29084.5,29077.75,29080.5,,343,821.15,1,29066.478634523788,4,0,0
1785828240,29080.5,29091.75,29078.5,29090.5,29064.33377803856,491,801.85,1,29066.478634523788,4,0,0
1785828300,29091.25,29093.5,29088.25,29089.75,,525,789.45,1,29066.478634523788,4,0,0
1785828360,29090,29107,29089.5,29104.5,,1356,816,1,29066.478634523788,4,0,0
1785828420,29104.75,29108.5,29103,29103.5,,667,783.65,1,29066.478634523788,4,0,0
1785828480,29104,29109,29101,29105,,599,786.9,1,29066.478634523788,4,0,0
1785828540,29105,29106,29097.25,29099,29067.63532298727,425,763,1,29066.478634523788,4,0,0
1785828600,29099,29109,29097,29108,,652,749.25,1,29077.319089682525,4,0,0
1785828660,29108,29112.75,29103,29107,,922,770.75,1,29077.319089682525,4,0,0
1785828720,29106.5,29112.25,29101.75,29106,,705,732.05,1,29077.319089682525,4,0,0
1785828780,29105.25,29118.25,29105.25,29114,,968,708.45,1,29077.319089682525,4,0,0
1785828840,29114.5,29117.75,29103.75,29104,29071.09862555991,597,700.2,1,29077.319089682525,4,0,0
1785828900,29104,29106,29091.5,29092.25,,861,696.8,1,29077.319089682525,4,1,0
1785828960,29092.5,29095.5,29085,29090.75,,712,677.7,1,29077.319089682525,4,0,0
1785829020,29090.5,29091.75,29082.25,29083.25,,579,677.9,1,29077.319089682525,4,1,0
1785829080,29083.5,29085.75,29081,29082,,452,645.85,1,29077.319089682525,4,0,0
1785829140,29082.5,29088.75,29080,29088.25,29072.7320897923,523,647.55,1,29077.319089682525,4,0,0
1785829200,29088.25,29092.5,29086.75,29088.25,,565,642.35,1,29077.319089682525,4,0,0
1785829260,29088.25,29093,29081.75,29085,,344,639.15,1,29077.319089682525,4,0,0
1785829320,29085.25,29085.5,29074.75,29076,,719,650.25,-1,29077.319089682525,4,0,0
1785829380,29075.5,29082.75,29074.25,29075,,503,658.25,-1,29077.319089682525,4,0,0
1785829440,29075.25,29082.25,29074.5,29081.5,29073.567128859697,329,650.15,1,29077.319089682525,4,0,0
1785829500,29081.5,29086,29078.75,29084.75,,350,641.4,1,29078.712726455018,4,0,0
1785829560,29084,29088.75,29081.5,29087.5,,390,593.1,1,29078.712726455018,4,0,0
1785829620,29088,29092,29085.25,29088.75,,451,582.3,1,29078.712726455018,4,0,0
1785829680,29089.25,29105.75,29086.5,29103.75,,861,595.4,1,29078.712726455018,4,0,0
1785829740,29104.25,29109.75,29102,29104.75,29076.536926111155,640,606.15,1,29078.712726455018,4,0,0
1785829800,29104.25,29105.25,29088.5,29089,,745,610.8,1,29078.712726455018,4,0,0
1785829860,29089.75,29094.5,29087.5,29089.75,,609,595.15,1,29078.712726455018,4,0,0
1785829920,29089.25,29092.25,29081,29085.25,,637,591.75,1,29078.712726455018,4,0,0
1785829980,29085,29089.5,29085,29088,,300,558.35,1,29078.712726455018,4,0,0
1785830040,29088.25,29088.25,29074.5,29076.5,29076.533409338663,633,560.15,-1,29078.712726455018,4,0,0
1785830100,29076.5,29079.5,29073,29077,,395,536.85,-1,29078.712726455018,4,0,0
1785830160,29077.25,29078,29068.5,29069,,638,533.15,-1,29078.712726455018,4,0,0
1785830220,29069.5,29073.5,29065.75,29067.75,,523,530.35,-1,29078.712726455018,4,0,0
