time,open,high,low,close,EMA Direction (debug),HTF EMA Value (debug),SCRIPT VERSION: NPtMR 1.0,Order Sent Long,Order Sent Short,EMA,Volume,Volume MA
1785809700,28970.25,28974.75,28965.75,28968.5,1,28959.511064605333,2,0,0,,1676,1499.15
1785809760,28967.5,28969.75,28961.5,28964.5,1,28959.511064605333,2,0,0,,1331,1484.85
1785809820,28964.25,28967.25,28958.5,28965.75,1,28959.511064605333,2,0,0,,1289,1483.85
1785809880,28965.5,28977,28962,28976.25,1,28959.511064605333,2,0,0,,1443,1499
1785809940,28975.5,28976.25,28964.25,28970.75,1,28959.511064605333,2,0,0,,892,1485.5
1785810000,28970.5,28978,28956.5,28956.75,-1,28959.511064605333,2,0,0,,1461,1495.55
1785810060,28957.25,28964.5,28942.75,28947.25,-1,28959.511064605333,2,0,0,,2552,1575.1
1785810120,28947.5,28960.25,28943.5,28959.25,-1,28959.511064605333,2,0,0,,1378,1553.6
1785810180,28959,28963.75,28952.75,28959.75,1,28959.511064605333,2,0,0,,747,1513.3
1785810240,28959.75,28968,28956.75,28964.5,1,28959.511064605333,2,0,0,,882,1483.6
1785810300,28963.5,28968,28951.5,28967,1,28959.511064605333,2,0,0,,1209,1426.15
1785810360,28967.25,28969.75,28959.5,28969,1,28959.511064605333,2,0,0,,906,1315.95
1785810420,28968.75,28968.75,28952,28955.25,-1,28959.511064605333,2,0,0,,915,1293.45
1785810480,28955,28962.25,28951,28961.25,1,28959.511064605333,2,0,0,,554,1279.4
1785810540,28961.75,28961.75,28947.5,28949.25,-1,28959.511064605333,2,0,0,28956.090709736887,888,1293.65
1785810600,28948.75,28972.5,28948,28972,1,28956.090709736887,2,0,0,,1548,1219.25
1785810660,28972.5,28977.25,28963.5,28973,1,28956.090709736887,2,0,0,,1505,1217.15
1785810720,28973.5,28974.75,28967.5,28972.75,1,28956.090709736887,2,0,0,,590,1194.4
1785810780,28972,28982,28969.75,28978.75,1,28956.090709736887,2,0,0,,1444,1214.8
1785810840,28978.75,28980.5,28969.25,28974.25,1,28956.090709736887,2,0,0,,726,1196.8
1785810900,28974,28983.5,28972.25,28973.5,1,28956.090709736887,2,0,0,,1006,1163.3
1785810960,28973.5,28980.25,28968.75,28971,1,28956.090709736887,2,0,0,,751,1134.3
1785811020,28970.75,28985.25,28966.75,28983,1,28956.090709736887,2,0,0,,1122,1125.95
1785811080,28983,28994.25,28981.25,28991.25,1,28956.090709736887,2,0,0,,2165,1162.05
1785811140,28991,28992.5,28978.75,28984.75,1,28956.090709736887,2,0,0,,923,1163.6
1785811200,28984.75,28993,28973.75,28991.75,1,28956.090709736887,2,0,0,,954,1138.25
1785811260,28991.5,28993.75,28984,28985.75,1,28956.090709736887,2,0,0,,892,1055.25
1785811320,28985.75,28987.75,28977,28981.75,1,28956.090709736887,2,0,0,,891,1030.9
1785811380,28983,28986,28976,28982,1,28956.090709736887,2,0,0,,455,1016.3
1785811440,28982.25,28989.5,28978.5,28985.5,1,28956.090709736887,2,0,0,28965.893806491258,469,995.65
1785811500,28987,28987.5,28976.5,28981.25,1,28965.893806491258,2,0,0,,594,964.9
1785811560,28981.25,28982.5,28965.25,28971,1,28965.893806491258,2,0,0,,1393,989.25
1785811620,28970.75,28971.5,28963.5,28967.25,1,28965.893806491258,2,0,0,,718,979.4
1785811680,28967.25,28972.5,28958.5,28971.5,1,28965.893806491258,2,0,0,,1092,1006.3
1785811740,28971.25,28979,28970.5,28971,1,28965.893806491258,2,0,0,,907,1007.25
1785811800,28970.5,28977.5,28964.75,28976.5,1,28965.893806491258,2,0,0,,620,960.85
1785811860,28976.5,28990.75,28976.5,28988.75,1,28965.893806491258,2,0,0,,1162,943.7
1785811920,28990,28992.25,28980.5,28984.75,1,28965.893806491258,2,0,0,,916,960
1785811980,28984,28988,28980.75,28984.5,1,28965.893806491258,2,0,0,,500,912.8
1785812040,28984.25,28987.5,28980.75,28987.25,1,28965.893806491258,2,0,0,,405,896.75
1785812100,28987.25,28988.25,28981.5,28982,1,28965.893806491258,2,0,0,,459,869.4
1785812160,28982,28986,28977.25,28983,1,28965.893806491258,2,0,0,,398,851.75
1785812220,28983.5,28986.5,28978.75,28984.75,1,28965.893806491258,2,0,0,,401,815.7
1785812280,28983.75,28984.75,28973.5,28976,1,28965.893806491258,2,0,0,,561,735.5
1785812340,28976.25,28977.25,28970,28972.75,1,28965.893806491258,2,0,0,28968.179204327505,713,725
1785812400,28972.5,28988.25,28969.5,28984,1,28968.179204327505,2,0,0,,1041,729.35
1785812460,28984.25,28986.5,28975,28985.5,1,28968.179204327505,2,0,0,,721,720.8
1785812520,28985.5,28993,28981.5,28987.75,1,28968.179204327505,2,0,0,,832,717.85
1785812580,28987.5,28990,28979.25,28982,1,28968.179204327505,2,0,0,,498,720
1785812640,28981.5,28982,28963.75,28968,-1,28968.179204327505,2,0,0,,1135,753.3
1785812700,28968,28971.5,28956.5,28967,-1,28968.179204327505,2,0,0,,1160,781.6
