time,open,high,low,close,EMA Direction (debug),Entry Arrow Long,Entry Arrow Short,Invalidated (Long side),Invalidated (Short side),Volume,Volume MA
1785284580,28118,28129.5,28112.25,28114.25,1,0,0,0,0,1357,1703.25
1785284640,28114.75,28117.25,28091.5,28097.25,1,0,0,0,0,2297,1736.25
1785284700,28097.25,28099.5,28079.75,28085.25,1,0,0,1,0,2575,1772.7
1785284760,28085,28088.5,28073.25,28085.75,1,0,0,0,0,1734,1753.55
1785284820,28084.25,28090.75,28070.5,28075,1,0,0,0,0,1490,1759.75
1785284880,28075,28077,28052,28057.25,1,0,0,0,0,2433,1782.5
1785284940,28057.25,28080,28053.25,28074.75,1,0,0,0,0,1862,1808.3
1785285000,28074.25,28081.25,28039.5,28047.25,1,0,0,0,0,2692,1867.9
1785285060,28047.5,28049.5,28036.25,28042.25,1,0,0,0,0,1693,1893.45
1785285120,28042.25,28043.75,28028.25,28028.25,-1,0,0,0,0,1508,1885
1785285180,28028.5,28040.75,28018.5,28038.75,1,0,0,0,1,2096,1925.65
1785285240,28038,28049.75,28033.5,28038,1,0,0,0,0,1691,1932.75
1785285300,28037,28047.25,28031.75,28036.25,1,0,0,0,0,994,1819.65
1785285360,28037.25,28050.25,28033.5,28038.75,1,0,0,0,0,1243,1798.6
1785285420,28038.5,28073,28036.25,28070,1,0,0,0,0,1949,1788.9
1785285480,28069.5,28076.5,28052.25,28070.5,1,0,0,0,0,2252,1841.6
1785285540,28070.5,28080,28059.5,28061,1,0,0,0,0,1443,1866.15
1785285600,28060,28066.25,28050,28055.25,1,1,0,0,0,1305,1856.35
1785285660,28054.25,28058.75,28030.75,28039.25,1,0,0,1,0,2050,1823.55
1785285720,28039,28044.5,28036,28040,1,0,0,0,0,694,1767.9
1785285780,28039.5,28075,28036.25,28071,1,0,0,0,0,1772,1788.65
1785285840,28071.25,28072.5,28052,28070.5,1,0,0,0,0,1329,1740.25
1785285900,28069,28085.25,28063,28079.5,1,0,0,0,0,1770,1700
1785285960,28079.75,28083.75,28065.75,28075,1,0,0,0,0,1212,1673.9
1785286020,28075,28083,28066.75,28080.25,1,0,0,0,0,799,1639.35
1785286080,28079.75,28084.25,28039.75,28040.25,-1,0,0,1,0,1717,1603.55
1785286140,28041,28054.5,28035.75,28041.25,-1,0,0,0,0,1350,1577.95
1785286200,28041,28044.5,28027.75,28039,-1,0,0,0,0,1142,1500.45
1785286260,28038.5,28053.25,28032.25,28050.25,1,0,0,0,1,1132,1472.4
1785286320,28050.25,28059.5,28042.75,28054.75,1,0,0,0,0,878,1440.9
1785286380,28052.75,28062.5,28044.5,28048.5,1,0,0,0,0,958,1384
1785286440,28049,28060.75,28043.5,28059.25,1,0,0,0,0,786,1338.75
1785286500,28059,28059,28038,28044.25,-1,0,0,0,0,1087,1343.4
1785286560,28043.25,28044.5,28025.25,28029.5,-1,0,0,0,0,1365,1349.5
1785286620,28030.25,28034.75,28023.25,28028.25,-1,0,0,0,0,1334,1318.75
1785286680,28027.75,28029.75,28000.75,28011.25,-1,0,0,0,0,2483,1330.3
1785286740,28011,28019.25,28001.25,28010.25,-1,0,0,0,0,1158,1316.05
1785286800,28011.5,28017.5,28003.25,28015.25,-1,0,0,0,0,1514,1326.5
1785286860,28015.75,28040.75,28014.25,28029,-1,0,1,0,0,2270,1337.5
1785286920,28028.25,28037.25,28023.5,28026.75,-1,0,0,0,1,1100,1357.8
1785286980,28029.25,28040.5,28026.25,28039.5,-1,0,0,0,0,1048,1321.6
1785287040,28040.75,28042,28012.5,28021.75,-1,0,0,0,0,1385,1324.4
1785287100,28021,28026.5,28014.5,28018,-1,0,0,0,0,844,1278.1
1785287160,28017.5,28020.75,27992,27994.75,-1,0,0,0,0,2208,1327.9
