time,open,high,low,close,Volume,Volume MA,EMA Direction (debug),HTF EMA Value (debug),Order Sent Long,Order Sent Short
1785765240,28522.5,28526.25,28493.5,28524,7879,10176.5,1,28462.326897209714,0,0
1785765300,28524,28564.75,28513.75,28556.25,12538,9959.85,1,28462.326897209714,0,0
1785765360,28556.25,28568,28543.75,28559.25,9241,9704.75,1,28462.326897209714,0,0
1785765420,28558.75,28586,28556.75,28581.5,8991,9265.95,1,28462.326897209714,0,0
1785765480,28582,28610,28571.5,28605.25,7087,8956.1,1,28462.326897209714,0,0
1785765540,28604.25,28629.25,28588.5,28629.25,5851,8780.5,1,28462.326897209714,0,0
1785765600,28624.25,28630,28576.25,28601.5,9231,8493.7,1,28517.967931473144,0,0
1785765660,28602.25,28606.25,28572,28582,5705,8301.05,1,28517.967931473144,0,0
1785765720,28582.25,28586.5,28558,28582.5,7927,8132.95,1,28517.967931473144,0,0
1785765780,28583,28611.25,28564.25,28568,10908,8425.25,1,28517.967931473144,0,0
1785765840,28567.75,28571.25,28534.75,28554.25,11451,8577.5,1,28517.967931473144,0,0
1785765900,28553.75,28581.25,28541.5,28572,8856,8572.15,1,28517.967931473144,0,0
1785765960,28572,28597.5,28569.75,28581.25,8909,8548.25,1,28517.967931473144,0,0
1785766020,28581,28588.5,28548,28551.5,7257,8513.15,1,28517.967931473144,0,0
1785766080,28551.25,28579.5,28525,28566.75,10276,8345.75,1,28517.967931473144,0,0
1785766140,28567.5,28586,28565,28571.75,5684,8236.25,1,28517.967931473144,0,0
1785766200,28571.75,28600.75,28561.25,28586.75,8074,8238.8,1,28517.967931473144,0,0
1785766260,28587.25,28605.75,28581,28601.5,5555,8186.95,1,28517.967931473144,0,0
1785766320,28602.5,28616.75,28588,28593.25,7668,8285.7,1,28517.967931473144,0,0
1785766380,28594,28609.75,28585.5,28590.25,5510,8229.9,1,28517.967931473144,0,0
1785766440,28590.25,28590.25,28558.5,28571,8936,8282.75,1,28517.967931473144,0,0
1785766500,28570.5,28578.25,28555.5,28578.25,6936,8002.65,1,28535.645287648764,0,0
1785766560,28578,28619.5,28577.75,28611,9154,7998.3,1,28535.645287648764,0,0
1785766620,28611.5,28622.5,28598.5,28614.75,7325,7915,1,28535.645287648764,0,0
1785766680,28614.75,28639,28610.75,28628.75,8571,7989.2,1,28535.645287648764,0,0
1785766740,28629.25,28633.25,28611,28613.75,7056,8049.45,1,28535.645287648764,0,0
1785766800,28614.25,28640,28605.75,28637,8210,7998.4,1,28535.645287648764,0,0
1785766860,28637,28651.25,28630,28650.75,6357,8031,1,28535.645287648764,0,0
1785766920,28650.5,28660.5,28642.75,28643.5,7979,8033.6,1,28535.645287648764,0,0
1785766980,28643.75,28658.75,28641,28656.25,6141,7795.25,1,28535.645287648764,0,0
1785767040,28656,28666.5,28647.25,28661.5,7330,7589.2,1,28535.645287648764,0,0
1785767100,28662,28680,28661.75,28664.5,8446,7568.7,1,28535.645287648764,0,0
1785767160,28664.25,28668.25,28653,28667,5913,7418.9,1,28535.645287648764,0,0
1785767220,28667,28671.75,28635,28654.75,8699,7491,1,28535.645287648764,0,0
1785767280,28654.5,28673,28647.25,28656.5,6380,7296.2,1,28535.645287648764,0,0
1785767340,28656.25,28684.75,28654.25,28678.25,6226,7323.3,1,28535.645287648764,0,0
1785767400,28677.75,28683.5,28661,28669.75,6471,7243.15,1,28583.18019176584,0,0
1785767460,28669.25,28684.25,28666.25,28674.5,4932,7212,1,28583.18019176584,0,0
1785767520,28675,28685.75,28673,28677.75,3997,7028.45,1,28583.18019176584,0,0
1785767580,28677.75,28692.25,28675.75,28684,4792,6992.55,1,28583.18019176584,0,0
1785767640,28683.75,28689.25,28671,28685,3938,6742.65,1,28583.18019176584,0,0
1785767700,28685,28697.75,28683.25,28697.5,4906,6641.15,1,28583.18019176584,0,0
1785767760,28697.5,28712,28688.5,28706.25,8541,6610.5,1,28583.18019176584,0,0
1785767820,28706.5,28721,28704,28712,6050,6546.75,1,28583.18019176584,0,0
1785767880,28711.5,28717.5,28704.5,28709.25,3947,6315.55,1,28583.18019176584,0,0
1785767940,28709.25,28731.25,28707.75,28716.5,7663,6345.9,1,28583.18019176584,0,0
1785768000,28716.25,28730.25,28710.25,28726,4697,6170.25,1,28583.18019176584,0,0
1785768060,28725.75,28735.75,28715.5,28720.75,6081,6156.45,1,28583.18019176584,0,0
1785768120,28721,28723.25,28704.25,28718.25,5582,6036.6,1,28583.18019176584,0,0
1785768180,28718.5,28719.25,28702.5,28715,4133,5936.2,1,28583.18019176584,0,0
1785768240,28715.25,28721.5,28705.25,28707.75,3581,5748.75,1,28583.18019176584,0,0
1785768300,28707.5,28714.25,28699.5,28701.75,4730,5562.95,1,28624.70346117723,0,0
1785768360,28702,28733,28701.5,28727.5,6402,5587.4,1,28624.70346117723,0,0
1785768420,28728,28733.5,28714.75,28727,5448,5424.85,1,28624.70346117723,0,0
1785768480,28727,28744.5,28725.75,28729.5,7044,5458.05,1,28624.70346117723,0,0
