time,open,high,low,close,EMA Direction (debug),Order Sent Long,Order Sent Short,Cancelled (Long side),Cancelled (Short side),EMA,Volume,Volume MA
1785374580,27597.25,27609.25,27588,27606.25,1,0,0,0,0,,1008,1760.35
1785374640,27605.5,27619.25,27598.75,27615.75,1,0,0,0,0,,1306,1700.75
1785374700,27614.5,27630,27613.5,27629.5,1,0,0,0,0,,1338,1649.1
1785374760,27629.25,27632.5,27620.75,27628,1,0,0,0,0,,1120,1549.4
1785374820,27628.25,27636.25,27621.75,27635.5,1,1,0,0,0,,982,1486.5
1785374880,27635,27643.5,27631,27640.75,1,0,0,0,0,,1209,1366.7
1785374940,27640.5,27648,27636,27638.25,1,0,0,0,0,27578.87679849423,1170,1306.6
1785375000,27638,27656.5,27635,27654,1,0,0,0,0,,1766,1284.7
1785375060,27654.25,27669.5,27650.5,27669,1,0,0,0,0,,1952,1291.2
1785375120,27666.25,27673,27658.75,27672,1,0,0,0,0,,1257,1284.75
1785375180,27672,27682.25,27668.25,27671.25,1,0,0,0,0,,1640,1295.75
1785375240,27670.5,27681.75,27666,27670.75,1,0,0,0,0,,1383,1300.3
1785375300,27670.5,27685.75,27660,27682.5,1,0,0,0,0,,1743,1328.85
1785375360,27683.25,27684.75,27674,27676.25,1,0,0,0,0,,965,1297.05
1785375420,27676,27691.75,27674.5,27678,1,0,0,0,0,,1596,1329.65
1785375480,27677.5,27688.75,27671.5,27682.75,1,0,0,0,0,,987,1315.15
1785375540,27683,27685,27675.75,27680.25,1,0,0,0,0,,707,1272
1785375600,27682,27694,27680,27687,1,0,0,0,0,,981,1241.95
1785375660,27686.5,27688,27677,27682.75,1,0,0,0,0,,839,1237.45
1785375720,27682.5,27685.5,27673.25,27678.5,1,0,0,0,0,,1293,1262.1
1785375780,27678.25,27686.25,27675,27678.5,1,0,0,0,0,,718,1247.6
1785375840,27677.75,27681.25,27667.5,27677,1,0,0,0,0,27611.58453232949,1133,1238.95
1785375900,27677,27680.25,27663,27680,1,0,0,0,0,,1378,1240.95
1785375960,27681.25,27696.25,27674.5,27679,1,0,0,0,0,,1866,1278.25
1785376020,27679.5,27690.25,27676.75,27688.25,1,0,0,0,0,,706,1264.45
1785376080,27689,27697,27673.25,27678,1,0,0,0,0,,1568,1282.4
1785376140,27678,27686,27667,27681.25,1,0,0,0,0,,1232,1285.5
1785376200,27681.25,27682.5,27670.5,27672.25,1,0,0,0,0,,713,1232.85
1785376260,27672.75,27687.25,27668,27668.75,1,0,0,0,0,,865,1178.5
1785376320,27669,27672,27662,27664.75,1,0,0,0,0,,1221,1176.7
1785376380,27665,27668.25,27652.75,27658.25,1,0,0,0,0,,1529,1171.15
1785376440,27658.75,27672,27658,27671.25,1,0,0,0,0,,1006,1152.3
1785376500,27670.5,27682.5,27666,27677,1,0,0,0,0,,1037,1117
1785376560,27678,27688.75,27673.75,27684.25,1,0,0,0,0,,1297,1133.6
1785376620,27685,27686.25,27672.75,27675.75,1,0,0,0,0,,845,1096.05
1785376680,27676,27679.5,27663.25,27664.75,1,0,0,1,0,,977,1095.55
1785376740,27666,27670,27647.5,27651,1,0,0,0,0,27624.723021552993,1498,1135.1
1785376800,27651.25,27681,27651,27679,1,0,0,0,0,,1931,1182.6
1785376860,27680,27687.75,27663.75,27666.75,1,0,0,0,0,,1367,1209
1785376920,27666.25,27676.5,27662.25,27663.75,1,0,0,0,0,,868,1187.75
1785376980,27663.25,27671.5,27651.75,27659.5,1,0,0,0,0,,1025,1203.1
1785377040,27659.25,27659.25,27639.25,27640.75,1,0,0,0,0,,1683,1230.6
1785377100,27642,27653,27632.75,27646.75,1,0,0,0,0,,1807,1252.05
1785377160,27647.25,27657.25,27644.25,27655.75,1,0,0,0,0,,901,1203.8
1785377220,27655,27661.5,27645.75,27657.75,1,0,0,0,0,,868,1211.9
1785377280,27657.75,27659,27643.5,27658,1,0,0,0,0,,780,1172.5
1785377340,27659.25,27661.5,27641.75,27647.75,1,0,0,0,0,,762,1149
1785377400,27648.5,27651.25,27637,27644.75,1,0,0,0,0,,747,1150.7
1785377460,27644.25,27663.25,27641.75,27661.25,1,0,0,0,0,,1091,1162
1785377520,27661,27674,27660.5,27664.25,1,0,0,0,0,,1445,1173.2
1785377580,27664.25,27669.5,27638.75,27641,1,0,0,0,0,,1061,1149.8
1785377640,27641,27641.25,27629.5,27637,1,0,0,0,0,27628.815347701995,1470,1173
1785377700,27636.5,27637.25,27627.75,27633.5,1,0,0,0,0,,881,1165.2
1785377760,27633.25,27635.75,27624,27627.25,1,0,0,0,0,,1183,1159.5
1785377820,27626,27632.25,27623,27630,1,0,0,0,0,,809,1157.7
1785377880,27630.25,27636,27617.5,27633.25,1,0,0,0,0,,1312,1174.45
1785377940,27632.25,27636,27622,27624,-1,0,0,0,0,,820,1140.55
1785378000,27624.25,27649.5,27620.5,27645.75,1,0,0,0,0,,1398,1113.9
1785378060,27644.5,27646.5,27632.25,27642.75,1,0,0,0,0,,892,1090.15
1785378120,27643.75,27647,27620.75,27625,1,0,0,0,0,,1177,1105.6
1785378180,27624.75,27631.5,27619.25,27631.5,1,0,0,0,0,,912,1099.95
1785378240,27632,27640,27625,27636.75,1,0,0,0,0,,740,1052.8
1785378300,27637,27653.25,27621.25,27621.5,-1,0,0,0,0,,1332,1029.05
1785378360,27622,27622.25,27612.25,27615,-1,0,0,0,0,,990,1033.5
1785378420,27615,27620,27611.5,27619.5,-1,0,0,0,0,,857,1032.95
1785378480,27619.75,27621.75,27610.5,27615.75,-1,0,0,0,0,,735,1030.7
1785378540,27615.25,27616,27603.25,27611.75,-1,0,1,0,0,27623.126898467995,911,1038.15
1785378600,27612.25,27613.5,27592,27598.75,-1,0,0,0,0,,1787,1090.15
1785378660,27598.75,27603,27593.5,27593.75,-1,0,0,0,0,,917,1081.45
1785378720,27593.75,27597.25,27587.25,27594,-1,0,1,0,1,,998,1059.1
1785378780,27594,27598.25,27585.5,27591.25,-1,0,0,0,0,,1041,1058.1
1785378840,27592.25,27600.75,27585,27587.5,-1,0,0,0,0,,1137,1041.45
1785378900,27586.75,27587.25,27571.5,27579,-1,0,0,0,0,,1714,1083.1
1785378960,27579.25,27580.75,27570.25,27576.25,-1,0,0,0,0,,1413,1094.6
1785379020,27576.75,27577.75,27565,27573,-1,0,1,0,1,,1060,1107.15
1785379080,27573.25,27580.25,27567.75,27567.75,-1,0,0,0,0,,799,1081.5
1785379140,27568.5,27574.5,27565.75,27568,-1,0,0,0,0,,631,1072.05
1785379200,27569.5,27581,27564.75,27580,-1,0,0,0,0,,978,1051.05
1785379260,27579.75,27591,27562.5,27566.25,-1,0,0,0,0,,1936,1103.25
1785379320,27566.75,27594,27559.25,27591.25,-1,0,0,0,0,,1746,1131.7
1785379380,27592,27603,27587.5,27601.25,-1,0,0,0,0,,1517,1161.95
1785379440,27601.5,27612,27598.5,27610,-1,0,0,0,0,27618.75126564533,1391,1194.5
1785379500,27610,27611.75,27583.25,27585.25,-1,0,0,0,0,,1625,1209.15
1785379560,27585.5,27604.75,27583.75,27603.5,-1,0,0,0,0,,992,1209.25
1785379620,27603.5,27610.75,27596,27607.5,-1,0,0,0,0,,878,1210.3
1785379680,27607.5,27630.75,27607,27615.25,-1,0,0,0,0,,2025,1274.8
1785379740,27615,27615.75,27587.75,27597.25,-1,0,0,0,0,,1802,1319.35
1785379800,27597.5,27598.75,27587.75,27591.5,-1,0,0,0,0,,886,1274.3
1785379860,27592.75,27612,27589.5,27593,-1,0,0,0,0,,1304,1293.65
