time,open,high,low,close,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status
1533074400,-0.4,-0.4,-0.4,-0.4,0,0,33.33333333333335,33.33333333333335,0,0,,,,,,,,
1533160800,-0.6,-0.6,-0.8,-0.8,100,100,166.66666666666669,166.66666666666669,33.33333333333335,33.33333333333335,,,,,,,,
1533247200,-0.3,-0.3,-0.4,-0.4,0,0,33.33333333333335,33.33333333333335,33.33333333333335,33.33333333333335,,,,,,,,
1533506400,-0.6,-0.6,-0.6,-0.6,49.999999999999986,49.999999999999986,0,0,0,0,,,,,,,,
1533592800,-0.5,-0.5,-0.5,-0.5,24.999999999999993,24.999999999999993,-16.666666666666664,-16.666666666666664,0,0,,,,,,,,
1533679200,-0.6,-0.6,-0.6,-0.6,49.999999999999986,49.999999999999986,0,0,0,0,,,,,,,,
1533765600,-0.3,-0.3,-0.3,-0.3,-25.000000000000007,-25.000000000000007,-50,-50,0,0,,,,,,,,
1533852000,-0.4,-0.4,-0.4,-0.4,0,0,-33.33333333333333,-33.33333333333333,0,0,,,,,,,,
1534111200,-0.5,-0.5,-0.5,-0.5,24.999999999999993,24.999999999999993,0,0,0,0,,,,,,,,
1534197600,-0.4,-0.4,-0.4,-0.4,0,0,-19.999999999999996,-19.999999999999996,0,0,,,,,,,,
1534284000,-0.4,-0.4,-0.4,-0.4,0,0,-19.999999999999996,-19.999999999999996,0,0,,,,,,,,
1534370400,-0.5,-0.5,-0.5,-0.5,24.999999999999993,24.999999999999993,0,0,0,0,,,,,,,,
1534456800,-0.6,-0.6,-0.6,-0.6,49.999999999999986,49.999999999999986,19.999999999999996,19.999999999999996,0,0,,,,,,,,
1534716000,-0.6,-0.6,-0.6,-0.6,49.999999999999986,49.999999999999986,0,0,0,0,,,,,,,,
1534802400,-0.6,-0.2,-0.6,-0.2,-50,-50,-66.66666666666666,-66.66666666666666,-66.66666666666666,-66.66666666666666,,,,,,,,
1534888800,-0.4,-0.4,-0.5,-0.5,24.999999999999993,24.999999999999993,-16.666666666666664,-16.666666666666664,24.999999999999993,24.999999999999993,,,,,,,,
1534975200,-0.7,-0.7,-0.7,-0.7,74.99999999999997,74.99999999999997,16.666666666666664,16.666666666666664,0,0,,,,,,,,
1535061600,-0.7,-0.7,-0.7,-0.7,74.99999999999997,74.99999999999997,16.666666666666664,16.666666666666664,0,0,,,,,,,,
1535320800,-0.8,-0.8,-0.8,-0.8,100,100,0,0,0,0,,,,,,,,
1535407200,-0.8,-0.8,-0.8,-0.8,100,100,0,0,0,0,,,,,,,,
1535493600,-0.7,-0.7,-0.7,-0.7,74.99999999999997,74.99999999999997,-12.50000000000001,-12.50000000000001,0,0,,,,,,,,
1535580000,0,0,0,0,-100,-100,-100,-100,,,,,,,,,,
