time,open,high,low,close,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status
1631224800,46495,47070,44700,45070,-4.1063829787234045,-4.1063829787234045,-12.790247678018577,-12.790247678018577,-3.0648456823314336,-3.0648456823314336,,,,,,,,
1631484000,45355,46920,43335,45140,-3.957446808510638,-3.957446808510638,-0.4740381435343402,-0.4740381435343402,-0.4740381435343402,-0.4740381435343402,,,,,,,,
1631570400,45160,47045,44700,46880,-0.2553191489361702,-0.2553191489361702,3.3623635762319477,3.3623635762319477,3.8086802480070863,3.8086802480070863,,,,,,,,
1631656800,46715,48565,46715,48185,2.5212765957446805,2.5212765957446805,6.239664866056664,6.239664866056664,3.1467408755217807,3.1467408755217807,,,,,,,,
1631743200,48315,48705,47150,47320,0.6808510638297872,0.6808510638297872,4.332488149046411,4.332488149046411,-2.0594018420780293,-2.0594018420780293,,,,,,,,
1631829600,48050,48325,46855,47200,0.425531914893617,0.425531914893617,4.067908720097012,4.067908720097012,-1.768990634755463,-1.768990634755463,,,,,,,,
1632088800,47740,47740,42500,43800,-6.808510638297872,-6.808510638297872,-8.25303728529535,-8.25303728529535,-8.25303728529535,-8.25303728529535,,,,,,,,
1632175200,43500,43950,40205,40980,-12.808510638297873,-12.808510638297873,-14.160033514872225,-14.160033514872225,-5.793103448275862,-5.793103448275862,,,,,,,,
1632261600,41845,44170,40330,43590,-7.255319148936171,-7.255319148936171,-8.692919983242565,-8.692919983242565,4.170151750507826,4.170151750507826,,,,,,,,
1632348000,43290,45105,43290,44835,-4.6063829787234045,-4.6063829787234045,-6.085043988269795,-6.085043988269795,3.5689535689535687,3.5689535689535687,,,,,,,,
1632434400,44910,45440,40800,43115,-8.26595744680851,-8.26595744680851,-9.687892752408882,-9.687892752408882,-3.9968826541972833,-3.9968826541972833,,,,,,,,
1632693600,43540,44615,42710,42810,-8.914893617021278,-8.914893617021278,-1.6766192007349565,-1.6766192007349565,-1.6766192007349565,-1.6766192007349565,,,,,,,,
1632780000,43100,43545,41175,41795,-11.074468085106384,-11.074468085106384,-4.007808911345888,-4.007808911345888,-3.02784222737819,-3.02784222737819,,,,,,,,
1632866400,41860,42720,40715,41130,-12.48936170212766,-12.48936170212766,-5.535140101056499,-5.535140101056499,-1.743908265647396,-1.743908265647396,,,,,,,,
1632952800,41410,44165,41080,43470,-7.51063829787234,-7.51063829787234,-0.1607717041800643,-0.1607717041800643,4.974643805843999,4.974643805843999,,,,,,,,
1633039200,43675,48685,43385,48495,11.036061820263308,11.036061820263308,11.38033991731741,11.38033991731741,11.036061820263308,11.036061820263308,,,,,,,,
1633298400,48070,49990,47175,49340,12.970807097882084,12.970807097882084,2.6419804451841067,2.6419804451841067,2.6419804451841067,2.6419804451841067,,,,,,,,
1633384800,49295,52195,49035,51940,18.923869490555237,18.923869490555237,8.050759309340545,8.050759309340545,5.365655746018866,5.365655746018866,,,,,,,,
1633471200,52205,55940,50850,55350,26.73153978248426,26.73153978248426,15.144580819638028,15.144580819638028,6.0243271717268465,6.0243271717268465,,,,,,,,
1633557600,55245,56335,53865,54790,25.449341728677734,25.449341728677734,13.979613064281256,13.979613064281256,-0.8236039460584668,-0.8236039460584668,,,,,,,,
1633644000,54985,56775,54060,54530,24.854035489410418,24.854035489410418,13.438735177865613,13.438735177865613,-0.8274984086569064,-0.8274984086569064,,,,,,,,
1633903200,55085,58335,54815,57800,32.341156267887804,32.341156267887804,4.928746482708541,4.928746482708541,4.928746482708541,4.928746482708541,,,,,,,,
1633989600,57800,58235,54380,55760,27.67029192902118,27.67029192902118,1.2253789597894165,1.2253789597894165,-3.5294117647058822,-3.5294117647058822,,,,,,,,
1634076000,56210,57950,54665,57380,31.379507727532914,31.379507727532914,4.166288463284016,4.166288463284016,2.0814801636719444,2.0814801636719444,,,,,,,,
1634162400,58000,59065,57140,57790,32.31825987406983,32.31825987406983,4.910592720341291,4.910592720341291,-0.3620689655172414,-0.3620689655172414,,,,,,,,
1634248800,57600,63500,57230,63095,44.46479679450486,44.46479679450486,14.541163656167742,14.541163656167742,9.539930555555555,9.539930555555555,,,,,,,,
1634508000,61000,63220,60115,61635,41.12192329708071,41.12192329708071,1.040983606557377,1.040983606557377,1.040983606557377,1.040983606557377,,,,,,,,
1634594400,61870,64780,61710,64315,47.25815684029765,47.25815684029765,5.434426229508197,5.434426229508197,3.951834491676095,3.951834491676095,,,,,,,,
1634680800,64435,67665,63840,66285,51.76874642243846,51.76874642243846,8.663934426229508,8.663934426229508,2.871110421354854,2.871110421354854,,,,,,,,
1634767200,66100,66925,62175,62880,43.972524327418434,43.972524327418434,3.081967213114754,3.081967213114754,-4.871406959152798,-4.871406959152798,,,,,,,,
1634853600,62250,63955,60190,60800,39.21007441327991,39.21007441327991,-0.32786885245901637,-0.32786885245901637,-2.3293172690763053,-2.3293172690763053,,,,,,,,
1635112800,61000,63855,60775,62645,43.43445907269605,43.43445907269605,2.69672131147541,2.69672131147541,2.69672131147541,2.69672131147541,,,,,,,,
1635199200,62935,63380,61820,62075,42.12936462507155,42.12936462507155,1.762295081967213,1.762295081967213,-1.3664892349249225,-1.3664892349249225,,,,,,,,
1635285600,62075,62075,57915,59005,35.10017172295363,35.10017172295363,-3.2704918032786883,-3.2704918032786883,-4.9456302859444214,-4.9456302859444214,,,,,,,,
1635372000,59250,62925,58335,61765,41.419576416714364,41.419576416714364,1.2540983606557377,1.2540983606557377,4.244725738396625,4.244725738396625,,,,,,,,
1635458400,61240,63565,60645,62815,43.82369776760161,43.82369776760161,2.9754098360655736,2.9754098360655736,2.571848465055519,2.571848465055519,,,,,,,,
1635717600,62160,62845,59680,60980,-1.8983268983268984,-1.8983268983268984,-1.8983268983268984,-1.8983268983268984,-1.8983268983268984,-1.8983268983268984,,,,,,,,
1635804000,60900,64665,60885,63435,2.051158301158301,2.051158301158301,2.051158301158301,2.051158301158301,4.16256157635468,4.16256157635468,,,,,,,,
1635890400,63435,63995,60995,63025,1.3915701415701416,1.3915701415701416,1.3915701415701416,1.3915701415701416,-0.6463308898872862,-0.6463308898872862,,,,,,,,
1635976800,63400,63490,60840,61475,-1.101994851994852,-1.101994851994852,-1.101994851994852,-1.101994851994852,-3.036277602523659,-3.036277602523659,,,,,,,,
1636063200,61370,62905,60900,61190,-1.5604890604890604,-1.5604890604890604,-1.5604890604890604,-1.5604890604890604,-0.2933029167345608,-0.2933029167345608,,,,,,,,
1636326000,62750,67030,62750,66535,7.038288288288289,7.038288288288289,6.031872509960159,6.031872509960159,6.031872509960159,6.031872509960159,,,,,,,,
1636412400,66800,69025,66455,67925,9.274453024453026,9.274453024453026,8.247011952191235,8.247011952191235,1.6841317365269461,1.6841317365269461,,,,,,,,
1636498800,67750,69360,63045,64535,3.820785070785071,3.820785070785071,2.8446215139442232,2.8446215139442232,-4.745387453874539,-4.745387453874539,,,,,,,,
1636585200,65020,65900,64285,65240,4.954954954954955,4.954954954954955,3.96812749003984,3.96812749003984,0.3383574284835435,0.3383574284835435,,,,,,,,
1636671600,65390,65745,62340,64195,3.273809523809524,3.273809523809524,2.302788844621514,2.302788844621514,-1.8274965591068972,-1.8274965591068972,,,,,,,,
1636930800,64450,66550,63380,63905,2.8072715572715574,2.8072715572715574,-0.8456167571761055,-0.8456167571761055,-0.8456167571761055,-0.8456167571761055,,,,,,,,
1637017200,63920,64000,58545,60570,-2.557915057915058,-2.557915057915058,-6.020170674941816,-6.020170674941816,-5.240926157697121,-5.240926157697121,,,,,,,,
1637103600,60575,60870,58415,60090,-3.3301158301158305,-3.3301158301158305,-6.764934057408844,-6.764934057408844,-0.800660338423442,-0.800660338423442,,,,,,,,
1637190000,59960,61030,56620,57600,-7.335907335907336,-7.335907335907336,-10.628394103956555,-10.628394103956555,-3.935957304869913,-3.935957304869913,,,,,,,,
1637276400,56765,58420,55600,57900,-6.853281853281853,-6.853281853281853,-10.162916989914663,-10.162916989914663,1.999471505328988,1.999471505328988,,,,,,,,
1637535600,59010,59690,55560,56275,-9.467503217503218,-9.467503217503218,-4.634807659718692,-4.634807659718692,-4.634807659718692,-4.634807659718692,,,,,,,,
1637622000,56230,57945,55355,57675,-7.215250965250965,-7.215250965250965,-2.2623284189120487,-2.2623284189120487,2.569802596478748,2.569802596478748,,,,,,,,
1637708400,58150,58280,56300,57710,-7.158944658944659,-7.158944658944659,-2.2030164378918826,-2.2030164378918826,-0.7566638005159072,-0.7566638005159072,,,,,,,,
1637794800,57540,59890,53580,54465,-12.37934362934363,-12.37934362934363,-7.702084392475851,-7.702084392475851,-5.344108446298227,-5.344108446298227,,,,,,,,
1638140400,56050,59280,56050,58685,-5.59041184041184,-5.59041184041184,4.701159678858162,4.701159678858162,4.701159678858162,4.701159678858162,,,,,,,,
1638226800,58600,59655,56145,57475,-7.537001287001287,-7.537001287001287,2.5423728813559325,2.5423728813559325,-1.9197952218430034,-1.9197952218430034,,,,,,,,
1638313200,57590,59560,56585,57235,-0.6164264629275916,-0.6164264629275916,2.1141837644959858,2.1141837644959858,-0.6164264629275916,-0.6164264629275916,,,,,,,,
1638399600,57270,57720,55970,57030,-0.9723910401111304,-0.9723910401111304,1.7484388938447817,1.7484388938447817,-0.41906757464641176,-0.41906757464641176,,,,,,,,
1638486000,57055,57950,51580,53705,-6.745962840770966,-6.745962840770966,-4.183764495985727,-4.183764495985727,-5.871527473490492,-5.871527473490492,,,,,,,,
1638745200,49200,50690,47210,50200,-12.832088904323669,-12.832088904323669,2.0325203252032518,2.0325203252032518,2.0325203252032518,2.0325203252032518,,,,,,,,
1638831600,50635,52210,50350,50655,-12.042021184233374,-12.042021184233374,2.9573170731707314,2.9573170731707314,0.03949837069220895,0.03949837069220895,,,,,,,,
1638918000,50600,51400,48650,50760,-11.859697864212537,-11.859697864212537,3.1707317073170733,3.1707317073170733,0.31620553359683795,0.31620553359683795,,,,,,,,
1639004400,50505,50970,47345,48030,-16.600104184754297,-16.600104184754297,-2.3780487804878048,-2.3780487804878048,-4.900504900504901,-4.900504900504901,,,,,,,,
1639090800,47935,50255,47315,48020,-16.617468310470567,-16.617468310470567,-2.3983739837398375,-2.3983739837398375,0.17732345885052675,0.17732345885052675,,,,,,,,
1639350000,50155,50480,45730,46775,-18.779301962146207,-18.779301962146207,-6.739108762835211,-6.739108762835211,-6.739108762835211,-6.739108762835211,,,,,,,,
1639436400,46950,48885,46565,48490,-15.80135440180587,-15.80135440180587,-3.3197089024025526,-3.3197089024025526,3.2800851970181046,3.2800851970181046,,,,,,,,
1639522800,48495,49840,46825,49450,-14.134398333043933,-14.134398333043933,-1.4056425082245039,-1.4056425082245039,1.9692751830085575,1.9692751830085575,,,,,,,,
1639609200,49200,49600,47865,48400,-15.9576315332523,-15.9576315332523,-3.499152626856744,-3.499152626856744,-1.6260162601626018,-1.6260162601626018,,,,,,,,
1639695600,47820,48100,45700,47095,-18.22364993922556,-18.22364993922556,-6.101086631442528,-6.101086631442528,-1.5161020493517356,-1.5161020493517356,,,,,,,,
1639954800,47635,47635,45800,47385,-17.720090293453726,-17.720090293453726,-0.524824183898394,-0.524824183898394,-0.524824183898394,-0.524824183898394,,,,,,,,
1640041200,47225,49500,46940,49285,-14.420906407362388,-14.420906407362388,3.4638396137294003,3.4638396137294003,4.36209634727369,4.36209634727369,,,,,,,,
1640127600,49500,49850,48705,49265,-14.45563465879493,-14.45563465879493,3.4218536790175293,3.4218536790175293,-0.47474747474747475,-0.47474747474747475,,,,,,,,
1640214000,49065,51615,48295,51030,-11.390866469873242,-11.390866469873242,7.127112417340191,7.127112417340191,4.004891470498319,4.004891470498319,,,,,,,,
1640559600,51005,52270,50655,51150,-11.182496961277998,-11.182496961277998,0.284285854328007,0.284285854328007,0.284285854328007,0.284285854328007,,,,,,,,
1640646000,51370,51370,47470,47750,-17.086299704809864,-17.086299704809864,-6.381727281639055,-6.381727281639055,-7.046914541561222,-7.046914541561222,,,,,,,,
1640732400,48000,48280,46760,47265,-17.928459802048966,-17.928459802048966,-7.332614449563768,-7.332614449563768,-1.53125,-1.53125,,,,,,,,
1640818800,47370,47960,45935,47315,-17.841639173467616,-17.841639173467616,-7.234584844623076,-7.234584844623076,-0.11610724086974879,-0.11610724086974879,,,,,,,,
1640905200,47160,48685,45675,46325,-19.560687619378363,-19.560687619378363,-9.175571022448779,-9.175571022448779,-1.770568278201866,-1.770568278201866,,,,,,,,
1641164400,47180,47645,45680,45935,-2.638830012717253,-2.638830012717253,-2.638830012717253,-2.638830012717253,-2.638830012717253,-2.638830012717253,,,,,,,,
1641250800,46280,47665,45470,46205,-2.066553624417126,-2.066553624417126,-2.066553624417126,-2.066553624417126,-0.162057044079516,-0.162057044079516,,,,,,,,
1641337200,46205,47100,43315,43505,-7.789317507418398,-7.789317507418398,-7.789317507418398,-7.789317507418398,-5.843523428200411,-5.843523428200411,,,,,,,,
1641423600,43150,43735,42400,43145,-8.552352691818568,-8.552352691818568,-8.552352691818568,-8.552352691818568,-0.011587485515643106,-0.011587485515643106,,,,,,,,
1641510000,43105,43205,40500,41785,-11.434930055108095,-11.434930055108095,-11.434930055108095,-11.434930055108095,-3.0622897575687276,-3.0622897575687276,,,,,,,,
1641769200,42100,42280,39465,41595,-11.837643069097075,-11.837643069097075,-1.1995249406175772,-1.1995249406175772,-1.1995249406175772,-1.1995249406175772,,,,,,,,
1641855600,41615,43150,41225,42650,-9.6015260703688,-9.6015260703688,1.3064133016627077,1.3064133016627077,2.4870839841403343,2.4870839841403343,,,,,,,,
1641942000,42680,44340,42490,43745,-7.280627384484951,-7.280627384484951,3.907363420427554,3.907363420427554,2.4953139643861295,2.4953139643861295,,,,,,,,
1642028400,43820,44460,42275,42800,-9.283594743535396,-9.283594743535396,1.66270783847981,1.66270783847981,-2.327704244637152,-2.327704244637152,,,,,,,,
1642114800,42615,43510,41675,43280,-8.266214497668503,-8.266214497668503,2.802850356294537,2.802850356294537,1.5604833978646018,1.5604833978646018,,,,,,,,
1642374000,43325,43375,41180,42315,-10.311572700296736,-10.311572700296736,-2.331217541834968,-2.331217541834968,-2.331217541834968,-2.331217541834968,,,,,,,,
1642546800,42445,42630,41080,41730,-11.551504874947012,-11.551504874947012,-3.6814772071552224,-3.6814772071552224,-1.6845329249617151,-1.6845329249617151,,,,,,,,
1642633200,41950,43525,41245,41300,-12.462908011869436,-12.462908011869436,-4.67397576457011,-4.67397576457011,-1.5494636471990464,-1.5494636471990464,,,,,,,,
1642719600,41210,41210,36100,36700,-22.212802034760493,-22.212802034760493,-15.29140219272937,-15.29140219272937,-10.943945644261103,-10.943945644261103,,,,,,,,
1642978800,35605,37555,32845,36840,-21.91606612971598,-21.91606612971598,3.4686139587136635,3.4686139587136635,3.4686139587136635,3.4686139587136635,,,,,,,,
1643065200,36705,37590,35685,36510,-22.615515048749472,-22.615515048749472,2.5417778401909845,2.5417778401909845,-0.5312627707396812,-0.5312627707396812,,,,,,,,
1643151600,36620,38900,36315,36400,-22.8486646884273,-22.8486646884273,2.232832467350091,2.232832467350091,-0.6007646095030038,-0.6007646095030038,,,,,,,,
1643238000,36490,37225,35475,36140,-23.399745654938535,-23.399745654938535,1.5025979497261621,1.5025979497261621,-0.959166895039737,-0.959166895039737,,,,,,,,
1643324400,36750,38025,36115,37775,-19.93429419245443,-19.93429419245443,6.094649627861255,6.094649627861255,2.7891156462585034,2.7891156462585034,,,,,,,,
1643583600,37885,38780,36630,38460,-18.48240779991522,-18.48240779991522,1.5177510888214334,1.5177510888214334,1.5177510888214334,1.5177510888214334,,,,,,,,
1643670000,38475,39285,38060,38735,0.6757634827810267,0.6757634827810267,2.2436320443447273,2.2436320443447273,0.6757634827810267,0.6757634827810267,,,,,,,,
1643756400,38685,38925,36510,36935,-4.002599090318388,-4.002599090318388,-2.507588755444107,-2.507588755444107,-4.523717203050278,-4.523717203050278,,,,,,,,
1643842800,36840,37110,36185,36895,-4.106562703053932,-4.106562703053932,-2.613171439883859,-2.613171439883859,0.1492942453854506,0.1492942453854506,,,,,,,,
1643929200,37130,40970,36865,40695,5.769980506822612,5.769980506822612,7.417183581892569,7.417183581892569,9.601400484783195,9.601400484783195,,,,,,,,
1644188400,41135,44635,41135,44155,14.762833008447043,14.762833008447043,7.341679834690653,7.341679834690653,7.341679834690653,7.341679834690653,,,,,,,,
1644274800,44165,45605,42775,44315,15.178687459389215,15.178687459389215,7.730643004740488,7.730643004740488,0.3396354579418091,0.3396354579418091,,,,,,,,
1644361200,44135,44930,43205,44560,15.815464587394413,15.815464587394413,8.3262428588793,8.3262428588793,0.9629545712019939,0.9629545712019939,,,,,,,,
1644447600,44600,45900,43250,43855,13.983105912930474,13.983105912930474,6.61237389084721,6.61237389084721,-1.670403587443946,-1.670403587443946,,,,,,,,
1644534000,43905,44140,42080,42655,10.864197530864198,10.864197530864198,3.695150115473441,3.695150115473441,-2.8470561439471584,-2.8470561439471584,,,,,,,,
1644793200,42465,42930,41540,42255,9.824561403508772,9.824561403508772,-0.49452490286117984,-0.49452490286117984,-0.49452490286117984,-0.49452490286117984,,,,,,,,
1644879600,42465,44625,42465,43995,14.346978557504872,14.346978557504872,3.6029671494171667,3.6029671494171667,3.6029671494171667,3.6029671494171667,,,,,,,,
1644966000,44315,44820,43350,44170,14.80181936322287,14.80181936322287,4.015071235134817,4.015071235134817,-0.32720297867539205,-0.32720297867539205,,,,,,,,
1645052400,44120,44285,40075,40675,5.7179987004548405,5.7179987004548405,-4.215236076769104,-4.215236076769104,-7.808250226654579,-7.808250226654579,,,,,,,,
1645138800,40700,40995,39465,39925,3.7686809616634176,3.7686809616634176,-5.981396444130461,-5.981396444130461,-1.9041769041769043,-1.9041769041769043,,,,,,,,
1645398000,38820,39475,36310,37840,-1.650422352176738,-1.650422352176738,-2.5244719216898504,-2.5244719216898504,-2.5244719216898504,-2.5244719216898504,,,,,,,,
1645570800,37900,39235,37370,37545,-2.4171539961013644,-2.4171539961013644,-3.284389489953632,-3.284389489953632,-0.9366754617414248,-0.9366754617414248,,,,,,,,
1645657200,37635,39765,34335,38320,-0.40285899935022745,-0.40285899935022745,-1.287995878413189,-1.287995878413189,1.8201142553474159,1.8201142553474159,,,,,,,,
1645743600,38135,39705,37805,38940,1.2085769980506822,1.2085769980506822,0.3091190108191654,0.3091190108191654,2.1109217254490624,2.1109217254490624,,,,,,,,
1646002800,37920,42055,37165,41720,8.434048083170891,8.434048083170891,10.021097046413502,10.021097046413502,10.021097046413502,10.021097046413502,,,,,,,,
1646089200,43010,45085,42915,44035,2.3831667054173447,2.3831667054173447,16.126054852320674,16.126054852320674,2.3831667054173447,2.3831667054173447,,,,,,,,
1646175600,44250,45470,43420,44240,2.8598000465008138,2.8598000465008138,16.666666666666664,16.666666666666664,-0.022598870056497175,-0.022598870056497175,,,,,,,,
1646262000,44230,44310,41885,42225,-1.8251569402464543,-1.8251569402464543,11.352848101265822,11.352848101265822,-4.533122315170698,-4.533122315170698,,,,,,,,
1646348400,42500,42665,39075,39375,-8.45152290165078,-8.45152290165078,3.8370253164556964,3.8370253164556964,-7.352941176470589,-7.352941176470589,,,,,,,,
1646607600,39010,39560,37185,37880,-11.927458730527785,-11.927458730527785,-2.896693155601128,-2.896693155601128,-2.896693155601128,-2.896693155601128,,,,,,,,
1646694000,38235,39410,37865,38520,-10.439432690072076,-10.439432690072076,-1.2560881825173031,-1.2560881825173031,0.745390349156532,0.745390349156532,,,,,,,,
1646780400,38625,42715,38600,41970,-2.4180423157405255,-2.4180423157405255,7.58779800051269,7.58779800051269,8.660194174757281,8.660194174757281,,,,,,,,
1646866800,42020,42275,38585,39360,-8.48639851197396,-8.48639851197396,0.8972058446552167,0.8972058446552167,-6.330318895763922,-6.330318895763922,,,,,,,,
1646953200,39430,40285,38235,38795,-9.800046500813764,-9.800046500813764,-0.5511407331453474,-0.5511407331453474,-1.6104488967791022,-1.6104488967791022,,,,,,,,
1647208800,38775,39325,37495,38745,-9.916298535224366,-9.916298535224366,-0.07736943907156672,-0.07736943907156672,-0.07736943907156672,-0.07736943907156672,,,,,,,,
1647295200,38685,39920,38090,39490,-8.184143222506394,-8.184143222506394,1.8439716312056738,1.8439716312056738,2.0809099134031275,2.0809099134031275,,,,,,,,
1647381600,39635,41825,38825,41280,-4.022320390606835,-4.022320390606835,6.460348162475822,6.460348162475822,4.150372145830705,4.150372145830705,,,,,,,,
1647468000,41350,41445,40650,40835,-5.056963496861195,-5.056963496861195,5.312701482914249,5.312701482914249,-1.2454655380894801,-1.2454655380894801,,,,,,,,
1647554400,40965,42520,40200,42045,-2.243664264124622,-2.243664264124622,8.433268858800774,8.433268858800774,2.6363969242035887,2.6363969242035887,,,,,,,,
1647813600,41565,41640,40640,41230,-4.138572425017438,-4.138572425017438,-0.8059665584025022,-0.8059665584025022,-0.8059665584025022,-0.8059665584025022,,,,,,,,
1647900000,41435,43540,40995,42750,-0.6045105789351314,-0.6045105789351314,2.850956333453627,2.850956333453627,3.1736454688065643,3.1736454688065643,,,,,,,,
1647986400,42925,42970,41870,42515,-1.1508951406649617,-1.1508951406649617,2.285576807410081,2.285576807410081,-0.955154338963308,-0.955154338963308,,,,,,,,
1648072800,42530,44500,42500,44135,2.615670774238549,2.615670774238549,6.183086731625165,6.183086731625165,3.7738067246649423,3.7738067246649423,,,,,,,,
1648159200,44370,45420,43830,44835,4.24319925598698,4.24319925598698,7.867195958137857,7.867195958137857,1.0480054090601758,1.0480054090601758,,,,,,,,
1648418400,46250,48475,46250,48210,12.090211578702627,12.090211578702627,4.237837837837838,4.237837837837838,4.237837837837838,4.237837837837838,,,,,,,,
1648504800,48195,48410,47180,47720,10.950941641478726,10.950941641478726,3.1783783783783783,3.1783783783783783,-0.9855794169519659,-0.9855794169519659,,,,,,,,
1648591200,47500,48000,46710,47425,10.265054638456172,10.265054638456172,2.540540540540541,2.540540540540541,-0.15789473684210525,-0.15789473684210525,,,,,,,,
1648677600,47190,47870,45610,45830,6.556614740757963,6.556614740757963,-0.908108108108108,-0.908108108108108,-2.8819665183301546,-2.8819665183301546,,,,,,,,
1648764000,45765,46910,44305,46350,1.27826941986234,1.27826941986234,0.21621621621621623,0.21621621621621623,1.27826941986234,1.27826941986234,,,,,,,,
1649023200,46875,47640,45195,46430,1.4530754943734296,1.4530754943734296,-0.9493333333333333,-0.9493333333333333,-0.9493333333333333,-0.9493333333333333,,,,,,,,
1649109600,46545,47440,45540,45930,0.3605375286791216,0.3605375286791216,-2.016,-2.016,-1.3213019658395102,-1.3213019658395102,,,,,,,,
1649196000,46090,46090,43155,43885,-4.107942751010597,-4.107942751010597,-6.378666666666668,-6.378666666666668,-4.784118029941419,-4.784118029941419,,,,,,,,
1649282400,43850,43935,42735,43540,-4.86179394733967,-4.86179394733967,-7.1146666666666665,-7.1146666666666665,-0.7069555302166477,-0.7069555302166477,,,,,,,,
1649368800,43505,44115,42430,42790,-6.500600895881131,-6.500600895881131,-8.714666666666666,-8.714666666666666,-1.643489254108723,-1.643489254108723,,,,,,,,
1649628000,42900,43000,39475,39825,-12.979351032448378,-12.979351032448378,-7.167832167832168,-7.167832167832168,-7.167832167832168,-7.167832167832168,,,,,,,,
1649714400,39715,40760,39195,39490,-13.711351469463565,-13.711351469463565,-7.948717948717948,-7.948717948717948,-0.5665365730832179,-0.5665365730832179,,,,,,,,
1649800800,39400,41565,39400,41325,-9.701737135365454,-9.701737135365454,-3.6713286713286712,-3.6713286713286712,4.885786802030457,4.885786802030457,,,,,,,,
1649887200,41285,41540,39575,39875,-12.870097235878946,-12.870097235878946,-7.051282051282051,-7.051282051282051,-3.4152840014533123,-3.4152840014533123,,,,,,,,
1650232800,40005,41130,38505,40730,-11.00185731454168,-11.00185731454168,1.812273465816773,1.812273465816773,1.812273465816773,1.812273465816773,,,,,,,,
1650319200,40890,41825,40585,41320,-9.712662515022396,-9.712662515022396,3.2870891138607674,3.2870891138607674,1.0516018586451454,1.0516018586451454,,,,,,,,
1650405600,41360,42300,40895,41425,-9.483229542226592,-9.483229542226592,3.549556305461817,3.549556305461817,0.1571566731141199,0.1571566731141199,,,,,,,,
1650492000,41555,43040,40585,40670,-11.132961870424998,-11.132961870424998,1.6622922134733158,1.6622922134733158,-2.129707616411984,-2.129707616411984,,,,,,,,
1650578400,40725,40800,39165,39555,-13.569321533923304,-13.569321533923304,-1.124859392575928,-1.124859392575928,-2.8729281767955803,-2.8729281767955803,,,,,,,,
1650837600,39665,40405,38175,40150,-12.269201354747079,-12.269201354747079,1.2227404512794655,1.2227404512794655,1.2227404512794655,1.2227404512794655,,,,,,,,
1650924000,40240,40800,37625,38075,-16.803233912378452,-16.803233912378452,-4.0085717887306185,-4.0085717887306185,-5.380218687872763,-5.380218687872763,,,,,,,,
1651010400,38200,39460,37640,39075,-14.61815798098984,-14.61815798098984,-1.4874574561956384,-1.4874574561956384,2.2905759162303663,2.2905759162303663,,,,,,,,
1651096800,39325,40470,38895,39920,-12.771768818966459,-12.771768818966459,0.64288415479642,0.64288415479642,1.5130324221233311,1.5130324221233311,,,,,,,,
1651183200,39870,39950,38110,38560,-15.743472085654977,-15.743472085654977,-2.7858313374511536,-2.7858313374511536,-3.285678454978681,-3.285678454978681,,,,,,,,
1651442400,38250,39155,38000,38260,0.026143790849673207,0.026143790849673207,0.026143790849673207,0.026143790849673207,0.026143790849673207,0.026143790849673207,,,,,,,,
1651528800,38630,38870,37445,37730,-1.3594771241830066,-1.3594771241830066,-1.3594771241830066,-1.3594771241830066,-2.329795495728708,-2.329795495728708,,,,,,,,
1651615200,37755,40085,37535,39825,4.117647058823529,4.117647058823529,4.117647058823529,4.117647058823529,5.482717520858165,5.482717520858165,,,,,,,,
1651701600,39815,39900,35525,36465,-4.666666666666667,-4.666666666666667,-4.666666666666667,-4.666666666666667,-8.413914353886726,-8.413914353886726,,,,,,,,
1651788000,36900,36975,35190,36075,-5.686274509803922,-5.686274509803922,-5.686274509803922,-5.686274509803922,-2.2357723577235773,-2.2357723577235773,,,,,,,,
1652047200,34765,34765,30305,30885,-19.254901960784313,-19.254901960784313,-11.160650079102545,-11.160650079102545,-11.160650079102545,-11.160650079102545,,,,,,,,
1652133600,31240,32590,29680,31000,-18.954248366013072,-18.954248366013072,-10.829857615417806,-10.829857615417806,-0.7682458386683738,-0.7682458386683738,,,,,,,,
1652220000,30680,32120,28110,28405,-25.73856209150327,-25.73856209150327,-18.29426146986912,-18.29426146986912,-7.415254237288135,-7.415254237288135,,,,,,,,
1652306400,28415,30090,25350,28465,-25.58169934640523,-25.58169934640523,-18.121674097511868,-18.121674097511868,0.17596339961288052,0.17596339961288052,,,,,,,,
1652392800,28415,31000,28235,29775,-22.15686274509804,-22.15686274509804,-14.35351646771178,-14.35351646771178,4.78620446947035,4.78620446947035,,,,,,,,
1652652000,30795,31400,29020,29910,-21.80392156862745,-21.80392156862745,-2.8738431563565516,-2.8738431563565516,-2.8738431563565516,-2.8738431563565516,,,,,,,,
1652738400,30100,30730,29415,30065,-21.39869281045752,-21.39869281045752,-2.370514693943822,-2.370514693943822,-0.11627906976744186,-0.11627906976744186,,,,,,,,
1652824800,30405,30630,28655,29155,-23.77777777777778,-23.77777777777778,-5.325539860366943,-5.325539860366943,-4.1111659266568,-4.1111659266568,,,,,,,,
1652911200,29045,30525,28595,30265,-20.875816993464053,-20.875816993464053,-1.721058613411268,-1.721058613411268,4.200378722671716,4.200378722671716,,,,,,,,
1652997600,30260,30745,28645,29100,-23.92156862745098,-23.92156862745098,-5.504140282513395,-5.504140282513395,-3.8334434897554526,-3.8334434897554526,,,,,,,,
