time,open,high,low,close,Volume,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status
1733127300,20955,20964.25,20951.25,20955.25,2713,-0.18695372597585083,-0.18695372597585083,-0.18695372597585083,-0.18695372597585083,-0.18695372597585083,-0.18695372597585083,-0.02981656847076784,-0.02981656847076784,-0.02981656847076784,-0.02981656847076784
1733128200,20954.75,20962.25,20953,20961.5,1897,-0.15718402438733953,-0.15718402438733953,-0.15718402438733953,-0.15718402438733953,-0.15718402438733953,-0.15718402438733953,0,0,0.032212266908457514,0.032212266908457514
1733129100,20961.75,20971.75,20957.75,20971,2255,-0.1119340779728024,-0.1119340779728024,-0.1119340779728024,-0.1119340779728024,-0.1119340779728024,-0.1119340779728024,0.04532118407556711,0.04532118407556711,0.07754804996480512,0.07754804996480512
1733130000,20970.25,20973.75,20955,20966,4124,-0.13574983924361142,-0.13574983924361142,-0.13574983924361142,-0.13574983924361142,-0.13574983924361142,-0.13574983924361142,-0.020266806547370682,-0.020266806547370682,-0.020266806547370682,-0.020266806547370682
1733130900,20966,20968.75,20960.25,20962.5,1929,-0.15242087213317773,-0.15242087213317773,-0.15242087213317773,-0.15242087213317773,-0.15242087213317773,-0.15242087213317773,-0.03695711782167595,-0.03695711782167595,-0.03695711782167595,-0.03695711782167595
1733131800,20962,20965,20953,20957.75,2500,-0.17504584534044632,-0.17504584534044632,-0.17504584534044632,-0.17504584534044632,-0.17504584534044632,-0.17504584534044632,-0.059608254551090235,-0.059608254551090235,-0.020274782940559104,-0.020274782940559104
1733132700,20957.25,20959.25,20949.75,20952.25,2069,-0.20124318273833622,-0.20124318273833622,-0.20124318273833622,-0.20124318273833622,-0.20124318273833622,-0.20124318273833622,-0.08583588655356994,-0.08583588655356994,-0.046512737334223835,-0.046512737334223835
1733133600,20952.75,20956.5,20940,20955.5,4724,-0.18576293791231038,-0.18576293791231038,-0.18576293791231038,-0.18576293791231038,-0.18576293791231038,-0.18576293791231038,0.013124768825094557,0.013124768825094557,0.013124768825094557,0.013124768825094557
1733134500,20955,20963.5,20950.25,20956.75,3073,-0.1798089975946081,-0.1798089975946081,-0.1798089975946081,-0.1798089975946081,-0.1798089975946081,-0.1798089975946081,0.019090572836501174,0.019090572836501174,0.019090572836501174,0.019090572836501174
1733135400,20957,20961.75,20951,20951.5,2143,-0.2048155469289576,-0.2048155469289576,-0.2048155469289576,-0.2048155469289576,-0.2048155469289576,-0.2048155469289576,-0.005965804011406617,-0.005965804011406617,-0.026244214343656057,-0.026244214343656057
1733136300,20951.25,20955,20946.5,20949.5,2121,-0.21434185143728118,-0.21434185143728118,-0.21434185143728118,-0.21434185143728118,-0.21434185143728118,-0.21434185143728118,-0.015511090429657206,-0.015511090429657206,-0.03578756501407644,-0.03578756501407644
1733137200,20949.75,20958.25,20947.5,20954.25,2286,-0.19171687823001263,-0.19171687823001263,-0.19171687823001263,-0.19171687823001263,-0.19171687823001263,-0.19171687823001263,0.0214799699280421,0.0214799699280421,0.0214799699280421,0.0214799699280421
1733138100,20954.5,20963.25,20952.25,20960.5,2512,-0.16194717664150135,-0.16194717664150135,-0.16194717664150135,-0.16194717664150135,-0.16194717664150135,-0.16194717664150135,0.05131326149476725,0.05131326149476725,0.05131326149476725,0.05131326149476725
1733139000,20960.5,20965.5,20951.25,20963.75,2810,-0.1464669318154755,-0.1464669318154755,-0.1464669318154755,-0.1464669318154755,-0.1464669318154755,-0.1464669318154755,0.06682657310946431,0.06682657310946431,0.015505355311180554,0.015505355311180554
1733139900,20963.5,20969.5,20960.5,20968.25,2654,-0.12503274667174735,-0.12503274667174735,-0.12503274667174735,-0.12503274667174735,-0.12503274667174735,-0.12503274667174735,0.08830654303750642,0.08830654303750642,0.036974308818969015,0.036974308818969015
1733140800,20968,20999,20965.75,20991,8195,-0.016671032889566315,-0.016671032889566315,-0.016671032889566315,-0.016671032889566315,-0.016671032889566315,-0.016671032889566315,0.109690957649752,0.109690957649752,0.109690957649752,0.109690957649752
1733141700,20990.75,21005,20982.5,21004.75,6097,0.04882231060515849,0.04882231060515849,0.04882231060515849,0.04882231060515849,0.04882231060515849,0.04882231060515849,0.1752670736360168,0.1752670736360168,0.1752670736360168,0.1752670736360168
1733142600,21004.5,21012,20991.25,21002.25,7015,0.036914429969753984,0.036914429969753984,0.036914429969753984,0.036914429969753984,0.036914429969753984,0.036914429969753984,0.16334414345669593,0.16334414345669593,-0.010711990287795473,-0.010711990287795473
