time,open,high,low,close,Regime Ratio (debug),Dynamic Stop (debug),EMA Direction (debug),LOC Direction (debug),Bias Direction (debug),Regime Ratio (debug),Current Session Stop (debug),Entry Arrow Long,Entry Arrow Short,Invalidated (Long side),Invalidated (Short side),Volume,Volume MA
1782209100,29903,29906.75,29890.25,29895.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,929,842.8
1782209160,29895.5,29900.25,29889.5,29898,,42.5,-1,-1,-1,,42.5,0,0,0,0,596,831.25
1782209220,29897.5,29900,29882,29882.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,622,828.45
1782209280,29883.5,29883.75,29866.25,29877,,42.5,-1,-1,-1,,42.5,0,0,0,0,1344,863.6
1782209340,29876.75,29883.5,29872.5,29879.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,556,858.35
1782209400,29879.25,29885.25,29866,29871.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,724,865.7
1782209460,29871,29879,29868.5,29873,,42.5,-1,-1,-1,,42.5,0,0,0,0,600,860.9
1782209520,29873.5,29878.5,29868.5,29875,,42.5,-1,-1,-1,,42.5,0,0,0,0,481,845.6
1782209580,29875.25,29876,29854.75,29855.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,983,857.6
1782209640,29856.75,29865.25,29853.5,29863.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,677,831.55
1782209700,29864,29869.75,29854.75,29868.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,951,839
1782209760,29869.75,29872.75,29862,29871.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,935,852.9
1782209820,29871.75,29876.75,29866.5,29866.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,714,865.7
1782209880,29867.75,29871.25,29861.25,29869.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,678,859.3
1782209940,29870,29873.75,29866.25,29871.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,573,863.3
1782210000,29871.75,29873.75,29864,29871,,42.5,-1,-1,-1,,42.5,0,0,0,0,896,837.85
1782210060,29870,29881.25,29867,29875,,42.5,-1,-1,-1,,42.5,0,0,0,0,718,817.65
1782210120,29875.25,29876,29866,29867.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,660,776.65
1782210180,29867.75,29871.75,29862.5,29867.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,753,758.8
1782210240,29867.25,29867.75,29840.5,29847.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,2362,837.6
1782210300,29846.75,29849.25,29832.5,29837.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1365,859.4
1782210360,29838,29841,29826.5,29832.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1058,882.5
1782210420,29832.75,29835.25,29816.5,29819.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1493,926.05
1782210480,29820.25,29831.25,29817,29829,,42.5,-1,-1,-1,,42.5,0,0,0,0,894,903.55
1782210540,29828.5,29831.25,29822.75,29824.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,815,916.5
1782210600,29825,29826,29805.5,29816.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1830,971.8
1782210660,29816.25,29817.25,29803,29803.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1233,1003.45
1782210720,29803.75,29807,29799,29800.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1780,1068.4
1782210780,29801.25,29815.5,29799.75,29801.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1607,1099.6
1782210840,29802.5,29805.5,29788.75,29792,,42.5,-1,-1,-1,,42.5,0,0,0,0,1971,1164.3
1782210900,29792.25,29807,29791.25,29793.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1342,1183.85
1782210960,29793,29803,29785.25,29785.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1572,1215.7
1782211020,29786,29799.75,29782.25,29796.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1544,1257.2
1782211080,29796.5,29804.25,29787.25,29801,,42.5,-1,-1,-1,,42.5,0,0,0,0,938,1270.2
1782211140,29801.75,29806.5,29792.25,29800.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,827,1282.9
1782211200,29799.25,29801,29787.5,29789,,42.5,-1,-1,-1,,42.5,0,0,0,0,991,1287.65
1782211260,29789.5,29791,29768.5,29771.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,2370,1370.25
1782211320,29772,29773.25,29750.5,29754,,42.5,-1,-1,-1,,42.5,0,0,0,0,2925,1483.5
1782211380,29754,29788.25,29753.5,29780.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,2053,1548.5
1782211440,29780.5,29792.25,29774.25,29780.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1409,1500.85
1782211500,29780.75,29797.25,29779.25,29792.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1507,1507.95
1782211560,29791.75,29800.25,29787.5,29797.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1135,1511.8
1782211620,29797.75,29804.75,29789.75,29793.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1141,1494.2
1782211680,29793.5,29812.5,29790,29810.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1751,1537.05
1782211740,29810.75,29812.75,29793.25,29794.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1325,1562.55
1782211800,29796.25,29801,29786.5,29797,,42.5,-1,-1,-1,,42.5,0,0,0,0,1062,1524.15
1782211860,29796.25,29799.5,29787.5,29797,,42.5,-1,-1,-1,,42.5,0,0,0,0,790,1502
1782211920,29797.5,29805.75,29780,29796,,42.5,-1,-1,-1,,42.5,0,0,0,0,1561,1491.05
1782211980,29795.5,29805,29794.5,29802,,42.5,-1,-1,-1,,42.5,0,0,0,0,890,1455.2
1782212040,29803,29810.75,29801.25,29803.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,856,1399.45
1782212100,29804,29811.25,29792.5,29810.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,690,1366.85
1782212160,29809.5,29817,29805.5,29811.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,961,1336.3
1782212220,29813.5,29824.75,29809.75,29813.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1154,1316.8
1782212280,29813.25,29822.25,29803,29819.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1325,1336.15
1782212340,29819.75,29824.25,29814.5,29817.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,711,1330.35
1782212400,29817.75,29837.5,29815.75,29836.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,2832,1422.4
1782212460,29836.75,29842.25,29823,29827.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1691,1388.45
1782212520,29826.25,29840,29821,29832.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1356,1310
1782212580,29832.5,29832.75,29821.75,29829.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,889,1251.8
1782212640,29828.5,29828.5,29800.75,29802,,42.5,-1,-1,-1,,42.5,0,0,0,0,1481,1255.4
1782212700,29801.25,29801.75,29787.75,29793.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1848,1272.45
1782212760,29794,29811.75,29792.5,29808.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1704,1300.9
1782212820,29809.25,29832,29807.75,29827.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1710,1329.35
1782212880,29827,29833.25,29812.25,29818,,42.5,-1,-1,-1,,42.5,0,0,0,0,1399,1311.75
1782212940,29818.25,29820,29808.25,29814.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,898,1290.4
1782213000,29815,29833.5,29814.75,29833.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1128,1293.7
1782213060,29832.75,29839.75,29817.5,29823.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1190,1313.7
1782213120,29823.25,29829.75,29819.75,29827.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,776,1274.45
1782213180,29826.75,29833.75,29820.5,29831.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,742,1267.05
1782213240,29831,29852,29826.75,29848.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1598,1304.15
1782213300,29848,29848,29829.75,29833,,42.5,-1,-1,-1,,42.5,0,0,0,0,1404,1339.85
1782213360,29833,29835.75,29825.5,29829,,42.5,-1,-1,-1,,42.5,0,0,0,0,1067,1345.15
1782213420,29829.5,29836,29826.25,29833.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,735,1324.2
1782213480,29834.25,29841.75,29833,29835.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,843,1300.1
1782213540,29835,29839,29829.25,29838.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,911,1310.1
1782213600,29838,29869,29811,29852.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,3944,1365.7
1782213660,29853.75,29860.25,29826.25,29832.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,2291,1395.7
1782213720,29831,29851.75,29831,29846.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1002,1378
1782213780,29845.75,29851.5,29834.5,29838,,42.5,-1,-1,-1,,42.5,0,0,0,0,1361,1401.6
1782213840,29837.75,29844.25,29832,29842,,42.5,-1,-1,-1,,42.5,0,0,0,0,916,1373.35
1782213900,29843,29845.5,29830.5,29839.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1087,1335.3
1782213960,29839.25,29844.5,29827,29833.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1195,1309.85
1782214020,29833.75,29834.75,29818.75,29820,,42.5,-1,-1,-1,,42.5,0,0,0,0,1171,1282.9
1782214080,29819.5,29821.5,29806.5,29821.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1295,1277.7
1782214140,29820.25,29821,29805.5,29813.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,792,1272.4
1782214200,29811.75,29813.75,29801.5,29809.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1119,1271.95
1782214260,29809.25,29833.25,29808.75,29822.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1509,1287.9
1782214320,29822,29839.5,29821.5,29833,,42.5,-1,-1,-1,,42.5,0,0,0,0,971,1297.65
1782214380,29833.25,29847,29827.5,29828.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1273,1324.2
1782214440,29829.25,29833.25,29821.75,29828,,42.5,-1,-1,-1,,42.5,0,0,0,0,968,1292.7
1782214500,29829,29838.25,29820.75,29822.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,952,1270.1
1782214560,29822,29829.25,29818,29829,,42.5,-1,-1,-1,,42.5,0,0,0,0,805,1257
1782214620,29827.5,29828.75,29812.75,29827.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1107,1275.6
1782214680,29826.75,29845.75,29826.25,29840.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1200,1293.45
1782214740,29841.5,29858.5,29840.5,29852.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,2160,1355.9
1782214800,29852.5,29863.75,29848.75,29856.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1259,1221.65
1782214860,29856.25,29863,29852.75,29861.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1184,1166.3
1782214920,29861,29868.5,29857.75,29865.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1298,1181.1
1782214980,29865.25,29866.25,29857.25,29859.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1055,1165.8
1782215040,29860.25,29873.5,29857.5,29868.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1403,1190.15
1782215100,29867.75,29876,29865.5,29871.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1286,1200.1
1782215160,29871.25,29882.25,29865.75,29866.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1474,1214.05
1782215220,29866.75,29872.5,29850,29852.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1687,1239.85
1782215280,29853.25,29864.25,29848,29861.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1238,1237
1782215340,29861,29869,29856.75,29866,,42.5,-1,-1,-1,,42.5,0,0,0,0,1103,1252.55
1782215400,29866,29867.75,29857,29863,,42.5,-1,-1,-1,,42.5,0,0,0,0,823,1237.75
1782215460,29863.5,29870.75,29853,29857.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1135,1219.05
1782215520,29856.75,29874.5,29855,29874.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1214,1231.2
1782215580,29874,29878.75,29869.25,29876,,42.5,-1,-1,-1,,42.5,0,0,0,0,1039,1219.5
1782215640,29876,29885.75,29874.75,29881.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1433,1242.75
1782215700,29882.75,29882.75,29873,29880.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,931,1241.7
1782215760,29881.25,29884,29875.5,29881,,42.5,-1,-1,-1,,42.5,0,0,0,0,817,1242.3
1782215820,29881.25,29883.75,29872.75,29873.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,966,1235.25
1782215880,29873.75,29883,29871,29878.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,895,1220
1782215940,29879.25,29883,29872,29872.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,713,1147.65
1782216000,29872.25,29886.75,29864.25,29883.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1627,1166.05
1782216060,29883,29897.5,29882.25,29895.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1704,1192.05
1782216120,29895,29901,29888.75,29890.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1678,1211.05
1782216180,29890.5,29898.75,29888.75,29890.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1041,1210.35
1782216240,29890.5,29893,29878.5,29879.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1347,1207.55
1782216300,29879,29880.75,29864.5,29864.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1410,1213.75
1782216360,29865.75,29866.5,29855.75,29861.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1494,1214.75
1782216420,29861.25,29866,29856.75,29859,,42.5,-1,-1,-1,,42.5,0,0,0,0,1029,1181.85
1782216480,29859.5,29867,29857,29858.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,899,1164.9
1782216540,29859.75,29861,29850,29857.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1098,1164.65
1782216600,29858,29868.75,29841.75,29844.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,2052,1226.1
1782216660,29844.25,29844.75,29827,29828.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,2269,1282.8
1782216720,29828.25,29832.5,29817.75,29825.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1211,1282.65
1782216780,29826.75,29826.75,29813.25,29814.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1231,1292.25
1782216840,29814,29829,29814,29822.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,985,1269.85
1782216900,29821.5,29826.75,29811,29814.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1116,1279.1
1782216960,29814.75,29817,29803.75,29806.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1283,1302.4
1782217020,29806.75,29807.5,29791.75,29799.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,2256,1366.9
1782217080,29799.25,29801.75,29788.25,29798,,42.5,-1,-1,-1,,42.5,0,0,0,0,1788,1411.55
1782217140,29797.75,29810,29796.75,29804.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1578,1454.8
1782217200,29805.5,29805.75,29780.75,29784.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,2156,1481.25
1782217260,29783.75,29788.25,29770.5,29781.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,2132,1502.65
1782217320,29781.75,29789.75,29766.25,29772.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1912,1514.35
1782217380,29772.5,29780.5,29768.75,29771.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1050,1514.8
1782217440,29771.5,29784,29767,29781.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1590,1526.95
1782217500,29782,29782.25,29758,29763,,42.5,-1,-1,-1,,42.5,0,0,0,0,2319,1572.4
1782217560,29764,29768.25,29744.5,29748.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,2763,1635.85
1782217620,29748.5,29769.75,29745.75,29769.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1956,1682.2
1782217680,29769.25,29780.75,29764.75,29778.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1586,1716.55
1782217740,29777.5,29780.25,29767.75,29776.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1119,1717.6
1782217800,29776.25,29793.25,29772,29778.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,2276,1728.8
1782217860,29777.25,29785,29766.25,29769.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1952,1712.95
1782217920,29770,29772,29748.25,29750.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,2311,1767.95
1782217980,29752,29754.75,29734.5,29746.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,3196,1866.2
1782218040,29745.75,29755,29709.75,29711.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,4141,2024
1782218100,29711,29739,29707.5,29737.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,3513,2143.85
1782218160,29738,29742.25,29726.25,29740.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1867,2173.05
1782218220,29741.25,29743.75,29719.75,29729.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,2042,2162.35
1782218280,29729.25,29737.75,29716,29722,,42.5,-1,-1,-1,,42.5,0,0,0,0,1633,2154.6
1782218340,29721.75,29742.25,29716.5,29738.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1614,2156.4
1782218400,29737.75,29746.5,29732,29741.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1716,2134.4
1782218460,29742.25,29771.75,29739.25,29758.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,3431,2199.35
1782218520,29758.75,29761,29747.25,29749,,42.5,-1,-1,-1,,42.5,0,0,0,0,1826,2195.05
1782218580,29749,29758,29737.25,29751.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,2253,2255.2
1782218640,29751.5,29757,29739.25,29739.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1251,2238.25
1782218700,29739.75,29753.5,29739.5,29745.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1385,2191.55
1782218760,29745,29753.75,29732.75,29733.25,,42.5,-1,-1,-1,,42.5,0,0,0,1,1264,2116.6
1782218820,29734,29734.75,29724.5,29729,,42.5,-1,-1,-1,,42.5,0,0,0,0,2130,2125.3
1782218880,29729,29747.75,29729,29746.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1813,2136.65
1782218940,29746,29752,29739.25,29740.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1476,2154.5
1782219000,29740.25,29752.75,29735.75,29736,,42.5,-1,-1,-1,,42.5,0,0,0,0,1328,2107.1
1782219060,29736.25,29750.25,29736,29747.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,890,2054
1782219120,29747.75,29764.5,29746.25,29751.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1635,2020.2
1782219180,29751,29752.75,29738.75,29739.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1353,1928.05
1782219240,29739.5,29748.25,29722.75,29724.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,2092,1825.6
1782219300,29724.25,29744.25,29721.75,29742.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1870,1743.45
1782219360,29742.25,29751.75,29734.75,29741,,42.5,-1,-1,-1,,42.5,0,0,0,0,1432,1721.7
1782219420,29741,29752.25,29737,29737.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1187,1678.95
1782219480,29737.5,29738.75,29719.25,29719.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1724,1683.5
1782219540,29719.5,29738.75,29717,29734.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1880,1696.8
1782219600,29734.25,29746,29724.75,29725.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,2386,1730.3
1782219660,29725.25,29730.25,29716.75,29718.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1528,1635.15
1782219720,29718.75,29730.75,29714,29728.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1945,1641.1
1782219780,29728.25,29730,29715,29715.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1263,1591.6
1782219840,29714.75,29725.5,29708.25,29718.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,2139,1636
1782219900,29719.25,29730,29718,29724,,42.5,-1,-1,-1,,42.5,0,0,0,0,1231,1628.3
1782219960,29724.5,29724.5,29711.5,29717.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1638,1647
1782220020,29717.5,29718.25,29702,29705.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,2580,1669.5
1782220080,29706,29719.25,29705.75,29708,,42.5,-1,-1,-1,,42.5,0,0,0,0,1768,1667.25
1782220140,29708.5,29721,29707,29712.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1484,1667.65
1782220200,29713.25,29716,29693.25,29707,,42.5,-1,-1,-1,,42.5,0,0,0,0,3174,1759.95
1782220260,29705.75,29710.75,29696.75,29702.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1552,1793.05
1782220320,29702.75,29726.25,29691.25,29721.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,3350,1878.8
1782220380,29721.5,29745.25,29718.5,29742.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,3117,1967
1782220440,29741.25,29745.5,29727.25,29735.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,2228,1973.8
1782220500,29735.25,29736.75,29701.5,29702.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,3158,2038.2
1782220560,29701.75,29713.25,29697.75,29711.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,2827,2107.95
1782220620,29711.25,29719,29701.5,29704.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,1636,2130.4
1782220680,29704.5,29718.5,29697.75,29712,,42.5,-1,-1,-1,,42.5,0,0,0,0,2198,2154.1
1782220740,29711.75,29731.25,29710,29731.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,1892,2154.7
1782220800,29730.5,29745.75,29725.5,29743.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,2484,2159.6
1782220860,29744,29749,29733.75,29741.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,2515,2208.95
1782220920,29740.25,29743,29728,29732.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,1866,2205
1782220980,29733.25,29754.75,29730.75,29749.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,2340,2258.85
1782221040,29749,29754,29741,29745,,42.5,-1,-1,-1,,42.5,0,0,0,0,2039,2253.85
1782221100,29745,29745,29697.5,29706.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,5615,2473.05
1782221160,29705.75,29718,29704.5,29710,,42.5,-1,-1,-1,,42.5,0,0,0,0,2403,2511.3
1782221220,29709.75,29714,29685.25,29688.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,4394,2602
1782221280,29689,29698.75,29676,29698.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,6181,2822.65
1782221340,29699,29719.75,29692.25,29718.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,7203,3108.6
1782221400,29719.5,29722.5,29638.5,29659.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,20206,3960.2
1782221460,29659,29742.5,29616.5,29736.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,19208,4843
1782221520,29736.25,29775.75,29709.5,29751,,42.5,-1,-1,-1,,42.5,0,0,0,0,18069,5578.95
1782221580,29750.25,29753.25,29702.75,29739,,42.5,-1,-1,-1,,42.5,0,0,0,0,12366,6041.4
1782221640,29738.5,29769.5,29720,29767.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,12249,6542.45
1782221700,29767.25,29781.75,29712.75,29718.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,16537,7211.4
1782221760,29719.5,29742.75,29670.75,29676.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,15396,7839.85
1782221820,29677.25,29737.75,29675.25,29714.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,12882,8402.15
1782221880,29712.75,29768.5,29698.75,29747.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,13773,8980.9
1782221940,29747.5,29797.25,29745.25,29779.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,15602,9666.4
1782222000,29779.75,29805.75,29751.5,29802.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,15648,10324.6
1782222060,29801.75,29804,29754.5,29761.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,12421,10819.9
1782222120,29761.5,29783.75,29738.75,29779.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,9565,11204.85
1782222180,29778.75,29798.75,29746,29748.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,7237,11449.7
1782222240,29749.25,29781.5,29746.5,29759.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,4271,11561.3
1782222300,29754.25,29798.25,29719.75,29759.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,10661,11813.6
1782222360,29759.5,29768.25,29723.75,29741.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,8441,12115.5
1782222420,29742.5,29824.5,29735,29823.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,14192,12605.4
1782222480,29823.25,29853.75,29814.75,29841,,42.5,-1,-1,-1,,42.5,0,0,0,0,15687,13080.7
1782222540,29841.25,29858,29804.25,29819,,42.5,-1,-1,-1,,42.5,0,0,0,0,13055,13373.3
1782222600,29819.25,29855.75,29816.75,29840.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,12192,12972.6
1782222660,29840.25,29866.5,29830.5,29863.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,9521,12488.25
1782222720,29862.75,29895.75,29854.75,29894.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,11670,12168.3
1782222780,29895.25,29910,29879.25,29893.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,11804,12140.2
1782222840,29893.75,29915.75,29874.25,29876.5,,42.5,-1,-1,-1,,42.5,0,0,0,0,11617,12108.6
1782222900,29876.75,29895,29860.25,29879.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,12506,11907.05
1782222960,29879.75,29887.5,29843.75,29874.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,12825,11778.5
1782223020,29873.5,29914.75,29867.5,29898.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,13387,11803.75
1782223080,29898.25,29915.5,29887.5,29911.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,9068,11568.5
1782223140,29911.25,29934,29898.75,29926,,42.5,-1,-1,-1,,42.5,0,0,0,0,10800,11328.4
1782223200,29926,29963,29921,29960.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,13859,11238.95
1782223260,29961.25,29989.25,29955.75,29982.25,,42.5,-1,-1,-1,,42.5,0,0,0,0,12604,11248.1
1782223320,29982.25,30004,29967,29981,,42.5,-1,-1,-1,,42.5,0,0,0,0,11983,11369
1782223380,29980.25,29994.75,29953.5,29966.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,11543,11584.3
1782223440,29966,30002.25,29966,29985.75,,42.5,-1,-1,-1,,42.5,0,0,0,0,10273,11884.4
