time,open,high,low,close,Regime Ratio (debug),Dynamic Stop (debug),EMA Direction (debug),LOC Direction (debug),Bias Direction (debug),Regime Ratio (debug),Current Session Stop (debug),Entry Arrow Long,Entry Arrow Short,Invalidated (Long side),Invalidated (Short side),Volume,Volume MA
1781478480,30322.5,30331.25,30316.75,30323.25,,42.5,1,1,1,,42.5,0,0,0,0,767,754
1781478540,30323,30329,30314.25,30324,,42.5,1,1,1,,42.5,0,0,0,0,865,738.15
1781478600,30323.5,30332.25,30315,30325.25,,42.5,1,1,1,,42.5,0,0,0,0,983,727.2
1781478660,30325,30334,30322.5,30325.5,,42.5,1,1,1,,42.5,0,0,0,0,589,715.45
1781478720,30326.25,30330.25,30320.5,30323.75,,42.5,1,1,1,,42.5,0,0,0,0,548,709.4
1781478780,30322.25,30325.5,30316.25,30318,,42.5,1,1,1,,42.5,0,0,0,0,400,708.3
1781478840,30318,30322.5,30315,30317.25,,42.5,1,1,1,,42.5,0,0,0,0,494,691.55
1781478900,30316.75,30317.75,30303.75,30314.5,,42.5,1,1,1,,42.5,0,0,0,0,1315,735.65
1781478960,30314.25,30325,30309.25,30322,,42.5,1,1,1,,42.5,0,0,0,0,724,749.05
1781479020,30321.5,30322.25,30314,30320,,42.5,1,1,1,,42.5,0,0,0,0,410,739.9
1781479080,30320,30321.25,30301,30302.25,,42.5,1,1,1,,42.5,0,0,0,0,784,746
1781479140,30302.75,30305,30291.25,30299.75,,42.5,1,1,1,,42.5,0,0,0,0,1254,779.25
1781479200,30299,30304.25,30293.25,30302,,42.5,1,1,1,,42.5,0,0,0,0,685,760.6
1781479260,30302.25,30303.75,30282,30288.75,,42.5,1,1,1,,42.5,0,0,0,0,1025,774.4
1781479320,30288.75,30307.25,30283.75,30306.75,,42.5,1,1,1,,42.5,0,0,0,0,965,768.25
1781479380,30305.75,30314.75,30300.75,30309,,42.5,1,1,1,,42.5,0,0,0,0,1093,796.25
1781479440,30309,30328.25,30305.75,30323,,42.5,1,1,1,,42.5,0,0,0,0,1326,841.6
1781479500,30322.75,30345,30316.5,30329.5,,42.5,1,1,1,,42.5,0,0,0,0,1800,876.75
1781479560,30328.75,30329,30315.75,30316.25,,42.5,1,1,1,,42.5,0,0,0,0,780,891.3
1781479620,30316.5,30331.5,30311.75,30326.75,,42.5,1,1,1,,42.5,0,0,0,0,987,889.7
1781479680,30327.5,30330.75,30324.5,30326.5,,42.5,1,1,1,,42.5,0,0,0,0,434,873.05
1781479740,30326.25,30332.75,30324.25,30329.75,,42.5,1,1,1,,42.5,0,0,0,0,424,851
1781479800,30329.25,30346,30326,30337.5,,42.5,1,1,1,,42.5,0,0,0,0,877,845.7
