time,open,high,low,close,MA fast,MA slow,Cloud fast,Cloud medium,Cloud slow,Volume
1785813300,28943,28986.25,28930,28977,,,28967.436476324612,28958.864699532605,28958.864699532605,12704
1785814200,28977.5,29005,28957.5,28968,,,28967.718238162306,28960.691759626083,28960.691759626083,13273
1785815100,28967,29008,28958,28995.5,,,28981.609119081153,28967.653407700866,28967.653407700866,8619
1785816000,28995.75,29006.25,28968.5,28977.25,,,28979.42955954058,28969.57272616069,28969.57272616069,8230
1785816900,28977.5,29016.75,28974.25,29007,,,28993.21477977029,28977.058180928554,28977.058180928554,7634
1785817800,29007.75,29015,28995,28999,,,28996.107389885146,28981.446544742845,28981.446544742845,5394
1785818700,28999,29023.5,28994.25,29015.75,,,29005.928694942573,28988.307235794276,28988.307235794276,7036
1785819600,29016,29022.25,28978.5,28988,,,28996.964347471287,28988.24578863542,28988.24578863542,8505
1785820500,28987.5,29030.5,28982.75,29025.75,,,29011.357173735643,28995.746630908336,28995.746630908336,9254
1785821400,29026.5,29074.75,29024,29058.25,,,29034.80358686782,29008.24730472667,29008.24730472667,12565
1785822300,29058,29074.5,29043.5,29072.75,,,29053.77679343391,29021.147843781335,29021.147843781335,6623
1785823200,29073,29094,29067,29089,,,29071.388396716953,29034.71827502507,29034.71827502507,9363
1785824100,29089,29099,29076.25,29081.75,,,29076.569198358477,29044.124620020055,29044.124620020055,7756
1785825000,29081.75,29089.5,29042.25,29054.5,,,29065.53459917924,29046.199696016043,29046.199696016043,9818
1785825900,29055.5,29074.25,29051,29072.75,,,29069.14229958962,29051.509756812833,29051.509756812833,5539
1785826800,29072,29100.75,29037.25,29069.25,,,29069.19614979481,29055.057805450266,29055.057805450266,15626
1785827700,29069.75,29109,29062.5,29099,,,29084.098074897403,29063.84624436021,29063.84624436021,10160
1785828600,29099,29118.25,29074.25,29081.5,,,29082.7990374487,29067.376995488168,29067.376995488168,9431
1785829500,29081.5,29109.75,29065.75,29070.75,,,29076.77451872435,29068.051596390535,29068.051596390535,7922
1785830400,29072.25,29124.75,29067,29108.5,,,29092.637259362175,29076.141277112427,29076.141277112427,13009
1785831300,29108.75,29132.25,29096.75,29111.5,,,29102.06862968109,29083.213021689942,29083.213021689942,9650
1785832200,29110,29111,29060,29068.75,,,29085.409314840545,29080.320417351955,29080.320417351955,9767
1785833100,29068.75,29077.75,29037.75,29069.25,,,29077.329657420272,29078.106333881566,29078.106333881566,10707
1785834000,29069,29069.25,29012,29033.5,,,29055.414828710134,29069.185067105253,29069.185067105253,11575
1785834900,29033.25,29045.75,29007.5,29045.25,,,29050.332414355067,29064.398053684203,29064.398053684203,9170
1785835800,29046,29081,29042.25,29077,,,29063.666207177535,29066.91844294736,29066.91844294736,7558
1785836700,29076.75,29086,29058,29077.75,,,29070.708103588768,29069.08475435789,29069.08475435789,9234
1785837600,29077.5,29112,29066,29106,,,29088.354051794384,29076.46780348631,29076.46780348631,8962
1785838500,29106.25,29115.75,29086.5,29095.5,,,29091.927025897192,29080.274242789048,29080.274242789048,8722
1785839400,29096,29131.5,29073.5,29121.5,,,29106.713512948598,29088.51939423124,29088.51939423124,14142
1785840300,29120.5,29145.5,29103.75,29116.5,,,29111.6067564743,29094.11551538499,29094.11551538499,17396
1785841200,29116.75,29149.5,29114,29143.75,,,29127.67837823715,29104.042412307994,29104.042412307994,14168
1785842100,29144.5,29171.5,29139.5,29170.5,,,29149.089189118575,29117.333929846394,29117.333929846394,12694
1785843000,29170.75,29212.5,29151,29204.25,,,29176.669594559287,29134.717143877115,29134.717143877115,18698
1785843900,29204.75,29246,29189.75,29237.75,,,29207.209797279644,29155.32371510169,29155.32371510169,22607
1785844800,29237.25,29238.5,29199.75,29206,,,29206.604898639824,29165.458972081353,29165.458972081353,14544
1785845700,29205.75,29234.25,29204.5,29222,,,29214.302449319912,29176.767177665082,29176.767177665082,11535
1785846600,29222,29230.25,29197.75,29219.25,,,29216.776224659956,29185.263742132065,29185.263742132065,12545
1785847500,29219.5,29222.5,29186.5,29202.75,,,29209.76311232998,29188.76099370565,29188.76099370565,14959
1785848400,29203,29235.75,29185,29230.75,,,29220.25655616499,29197.15879496452,29197.15879496452,18541
1785849300,29230.5,29284,29218,29233.75,,,29227.003278082495,29204.477035971617,29204.477035971617,39541
1785850200,29234.25,29452.5,29208,29411.5,,,29319.25163904125,29245.881628777293,29245.881628777293,198822
1785851100,29411.25,29504.5,29410.25,29469,,,29394.125819520625,29290.505303021833,29290.505303021833,137394
1785852000,29466.75,29544,29432.5,29540.25,,,29467.187909760312,29340.454242417465,29340.454242417465,103650
1785852900,29540.5,29564.25,29482.25,29559,,,29513.093954880154,29384.163393933974,29384.163393933974,107421
1785853800,29558.75,29579.25,29515,29557,,,29535.046977440077,29418.73071514718,29418.73071514718,86223
1785854700,29557.5,29562.75,29523.25,29549.5,,,29542.27348872004,29444.884572117742,29444.884572117742,50382
1785855600,29549.5,29624.75,29544,29619,,,29580.636744360017,29479.707657694194,29479.707657694194,68324
1785856500,29619.25,29664.5,29613.25,29639.75,,,29610.19337218001,29511.716126155356,29511.716126155356,66060
1785857400,29639.5,29681.75,29621.75,29676.75,,,29643.471686090004,29544.722900924284,29544.722900924284,61040
1785858300,29676.5,29697,29667.25,29671.25,,,29657.360843045004,29570.028320739428,29570.028320739428,44288
1785859200,29671.25,29699.5,29660.75,29675.25,,,29666.305421522502,29591.072656591543,29591.072656591543,43185
1785860100,29674.5,29720,29673.75,29706.5,,,29686.40271076125,29614.158125273236,29614.158125273236,41379
1785861000,29706.5,29731.5,29695,29726.25,,,29706.326355380625,29636.576500218587,29636.576500218587,42516
1785861900,29726.25,29746.25,29726.25,29743,,,29724.663177690312,29657.86120017487,29657.86120017487,32518
1785862800,29742.75,29799.75,29739,29796.5,,,29760.581588845154,29685.588960139896,29685.588960139896,61454
1785863700,29797,29826,29780.25,29818.75,,,29789.665794422577,29712.221168111915,29712.221168111915,47991
1785864600,29819,29865.75,29800.25,29865.25,,,29827.457897211287,29742.82693448953,29742.82693448953,49292
1785865500,29865.5,29898.25,29832,29834.5,,,29830.978948605643,29761.161547591626,29761.161547591626,62920
1785866400,29835,29860.25,29809.5,29859.25,,,29845.11447430282,29780.7792380733,29780.7792380733,63847
1785867300,29859,29884.25,29855.25,29879.75,,,29862.43223715141,29800.57339045864,29800.57339045864,40952
1785868200,29879.75,29893,29840,29853.75,,,29858.091118575707,29811.20871236691,29811.20871236691,43136
1785869100,29854.75,29895.75,29854.25,29881,,,29869.545559287853,29825.16696989353,29825.16696989353,36602
1785870000,29881.5,29936.5,29878.25,29926.75,,,29898.14777964393,29845.483575914823,29845.483575914823,48164
1785870900,29926.25,29945.75,29888.5,29900.5,,,29899.323889821964,29856.486860731857,29856.486860731857,41957
1785871800,29900.5,29951.75,29889,29950,,,29924.661944910982,29875.189488585485,29875.189488585485,42073
1785872700,29950,29956.5,29847.5,29874.75,,,29899.705972455493,29875.101590868388,29875.101590868388,85930
1785873600,29875.25,29949.5,29851.25,29915.5,,,29907.602986227746,29883.18127269471,29883.18127269471,44778
1785874500,29877.5,29879.75,29757.75,29792.25,,,29849.926493113875,29864.99501815577,29864.99501815577,45418
1785875400,29792.5,29817.5,29764.5,29797.25,,,29823.588246556938,29851.446014524616,29851.446014524616,20838
1785876300,29797,29827,29785.25,29819,,,29821.29412327847,29844.956811619693,29844.956811619693,11487
1785880800,29781.25,29837.25,29775.5,29835.25,,,29828.272061639233,29843.015449295755,29843.015449295755,11693
1785881700,29835,29844.25,29810.25,29833.25,,,29830.761030819616,29841.062359436604,29841.062359436604,10084
1785882600,29833.25,29841.75,29794.25,29800,,,29815.380515409808,29832.849887549284,29832.849887549284,9638
1785883500,29800.5,29828.5,29793,29826,,,29820.690257704904,29831.479910039427,29831.479910039427,8740
1785884400,29826.25,29849.25,29809.25,29837.75,,,29829.220128852452,29832.733928031543,29832.733928031543,9504
1785885300,29838.5,29846,29816.25,29825,,,29827.110064426226,29831.187142425235,29831.187142425235,6518
1785886200,29825,29845,29802.75,29842.75,,,29834.930032213113,29833.49971394019,29833.49971394019,12047
1785887100,29843,29857.25,29825.25,29835.5,,,29835.21501610656,29833.89977115215,29833.89977115215,12794
1785888000,29835.25,29863.5,29818.75,29857,,,29846.10750805328,29838.519816921722,29838.519816921722,18331
1785888900,29857.25,29864,29834.25,29862.5,,,29854.303754026638,29843.315853537377,29843.315853537377,10428
1785889800,29862.5,29877.5,29837.75,29838.75,,,29846.52687701332,29842.402682829903,29842.402682829903,14025
1785890700,29838,29862.25,29812.5,29848.5,,,29847.51343850666,29843.622146263922,29843.622146263922,19227
1785891600,29848.75,29861,29816.5,29840.5,,,29844.00671925333,29842.997717011138,29842.997717011138,14510
1785892500,29840.25,29842.75,29796.75,29819.75,,,29831.878359626666,29838.34817360891,29838.34817360891,16386
1785893400,29819.5,29845,29810.75,29833.75,,,29832.814179813333,29837.42853888713,29837.42853888713,15232
1785894300,29833.75,29887,29833.5,29869.75,,,29851.282089906665,29843.892831109704,29843.892831109704,13452
1785895200,29869.5,29889,29862.5,29871.25,,,29861.266044953332,29849.364264887765,29849.364264887765,11181
1785896100,29871,29876.25,29850,29853.75,,,29857.508022476664,29850.24141191021,29850.24141191021,7404
1785897000,29854.25,29862.5,29842.25,29859,,,29858.254011238332,29851.993129528168,29851.993129528168,8240
1785897900,29859.25,29875,29855,29860.25,,,29859.252005619164,29853.644503622534,29853.644503622534,8178
1785898800,29860,29890.75,29853.5,29883.75,,,29871.501002809582,29859.66560289803,29859.66560289803,7725
1785899700,29883.75,29892.75,29863.5,29864,,,29867.750501404793,29860.532482318424,29860.532482318424,6844
1785900600,29864.75,29891.25,29858.5,29885.5,,,29876.625250702396,29865.52598585474,29865.52598585474,6830
1785901500,29885.5,29894.25,29867.75,29889.75,,,29883.1876253512,29870.37078868379,29870.37078868379,6409
1785902400,29889.25,29898.25,29882,29884,,,29883.5938126756,29873.09663094703,29873.09663094703,5631
1785903300,29883.25,29884.25,29859.25,29871,,,29877.2969063378,29872.677304757624,29872.677304757624,5805
1785904200,29870.75,29909.5,29869,29904.75,,,29891.0234531689,29879.091843806098,29879.091843806098,7303
1785905100,29905,29916.75,29883,29903.25,,,29897.13672658445,29883.923475044878,29883.923475044878,7614
1785906000,29902.5,29940.5,29894.5,29936.5,,,29916.818363292223,29894.438780035904,29894.438780035904,9511
1785906900,29937,29949,29934,29936.75,,,29926.78418164611,29902.901024028724,29902.901024028724,5926
1785907800,29937,29945,29920.25,29941.75,,,29934.267090823058,29910.670819222978,29910.670819222978,8746
1785908700,29941.5,29986.75,29940.75,29980.25,,,29957.25854541153,29924.58665537838,29924.58665537838,10102
1785909600,29980.25,29990.75,29961,29980.75,,,29969.004272705766,29935.819324302705,29935.819324302705,8455
1785910500,29980.5,29983.25,29925.25,29929.5,,,29949.252136352883,29934.555459442163,29934.555459442163,11797
1785911400,29929.25,29964.75,29925.25,29939.25,,,29944.25106817644,29935.49436755373,29935.49436755373,9813
1785912300,29939.75,29972,29936,29970,,,29957.12553408822,29942.395494042983,29942.395494042983,6799
1785913200,29969.75,29987.25,29936.5,29951,,,29954.06276704411,29944.116395234385,29944.116395234385,13521
1785914100,29951,29954.75,29901.25,29907.5,,,29930.781383522055,29936.79311618751,29936.79311618751,11332
1785915000,29907.5,29920,29884,29886.75,,,29908.76569176103,29926.784492950006,29926.784492950006,11535
1785915900,29886.5,29913.25,29885,29903.5,,,29906.132845880515,29922.127594360005,29922.127594360005,7534
1785916800,29903,29926,29853.75,29864.25,,,29885.191422940257,29910.552075488005,29910.552075488005,16660
1785917700,29864.75,29873.75,29820,29834.75,,,29859.97071147013,29895.391660390404,29895.391660390404,15276
1785918600,29835,29844,29798.25,29812.75,,,29836.360355735065,29878.863328312324,29878.863328312324,18196
1785919500,29813.25,29843.75,29796.75,29837.5,,,29836.930177867533,29870.590662649858,29870.590662649858,11860
1785920400,29837.25,29854.5,29820.25,29833.25,,,29835.090088933764,29863.122530119887,29863.122530119887,9682
1785921300,29833.75,29864,29814.5,29862,,,29848.545044466882,29862.89802409591,29862.89802409591,12607
1785922200,29862,29889,29860,29883.25,,,29865.89752223344,29866.968419276727,29866.968419276727,8783
1785923100,29882.75,29894.5,29852.5,29858.25,,,29862.07376111672,29865.224735421383,29865.224735421383,10472
1785924000,29857.5,29871.75,29833,29840,,,29851.03688055836,29860.179788337107,29860.179788337107,9111
1785924900,29840,29866.5,29836,29857.25,,,29854.14344027918,29859.593830669684,29859.593830669684,6360
1785925800,29858,29872,29849.25,29857.5,,,29855.82172013959,29859.175064535746,29859.175064535746,6220
1785926700,29857.5,29870.5,29833.75,29864.25,,,29860.035860069795,29860.190051628597,29860.190051628597,10621
1785927600,29863.75,29921.25,29863.75,29904.25,,,29882.142930034897,29869.002041302876,29869.002041302876,17491
1785928500,29904.25,29923.25,29896.75,29900.25,,,29891.19646501745,29875.251633042302,29875.251633042302,8591
1785929400,29901,29931.75,29890.5,29915.75,,,29903.473232508724,29883.35130643384,29883.35130643384,12424
1785930300,29915.5,29943.75,29903,29919.5,,,29911.486616254362,29890.58104514707,29890.58104514707,15333
1785931200,29920,29926,29892.25,29918.75,,,29915.11830812718,29896.21483611766,29896.21483611766,15467
1785932100,29919,29939.75,29900,29934.75,,,29924.93415406359,29903.921868894126,29903.921868894126,15381
1785933000,29935,29947,29888.5,29942.5,,,29933.717077031797,29911.6374951153,29911.6374951153,18819
1785933900,29942.5,29946.5,29908,29915.5,,,29924.6085385159,29912.40999609224,29912.40999609224,13878
1785934800,29915,29950,29915,29929.5,,,29927.054269257947,29915.82799687379,29915.82799687379,18290
1785935700,29929.75,29978.25,29895.75,29975.25,,,29951.152134628974,29927.71239749903,29927.71239749903,30414
1785936600,29974.75,30059,29909.5,30050.25,,,30000.701067314487,29952.219917999224,29952.219917999224,222324
1785937500,30052.25,30073.25,29966.75,30049.5,,,30025.10053365724,29971.67593439938,29971.67593439938,145897
1785938400,30048.25,30048.25,29918,29998.5,,,30011.80026682862,29977.040747519502,29977.040747519502,158194
1785939300,29998,30026.5,29901,29915.25,,,29963.52513341431,29964.682598015603,29964.682598015603,131775
1785940200,29915.25,29918.75,29824.75,29862.25,,,29912.887566707155,29944.196078412482,29944.196078412482,146360
1785941100,29862,29907.5,29787.75,29848,,,29880.443783353578,29924.956862729985,29924.956862729985,120631
1785942000,29848.75,29891,29825,29839,,,29859.72189167679,29907.76549018399,29907.76549018399,84898
1785942900,29839,29850.75,29762.25,29809.75,,,29834.735945838394,29888.16239214719,29888.16239214719,86560
1785943800,29808.75,29861.75,29805.25,29819.75,,,29827.242972919197,29874.479913717754,29874.479913717754,57876
1785944700,29819.5,29820,29712.75,29738,,,29782.621486459597,29847.183930974203,29847.183930974203,69410
1785945600,29737.75,29765.75,29701.75,29731.75,,,29757.1857432298,29824.097144779364,29824.097144779364,71269
1785946500,29731.25,29833.5,29719.5,29829.25,,,29793.2178716149,29825.12771582349,29825.12771582349,64894
1785947400,29829.25,29840,29769.75,29788.25,,,29790.73393580745,29817.752172658795,29817.752172658795,55722
1785948300,29789,29825.75,29778,29809,,,29799.866967903727,29816.001738127037,29816.001738127037,34648
1785949200,29809.25,29819.75,29743.75,29766.75,,,29783.308483951863,29806.15139050163,29806.15139050163,49457
1785950100,29766.25,29781.75,29740,29754.5,,,29768.90424197593,29795.821112401303,29795.821112401303,38515
1785951000,29754.5,29778.75,29735,29757.25,,,29763.077120987968,29788.106889921044,29788.106889921044,32369
1785951900,29756.25,29774.5,29734.25,29757,,,29760.038560493984,29781.885511936835,29781.885511936835,27922
1785952800,29756.25,29786.25,29752.5,29762,,,29761.01928024699,29777.90840954947,29777.90840954947,29379
1785953700,29762,29782,29755.5,29776.5,,,29768.759640123495,29777.626727639574,29777.626727639574,22413
1785954600,29776,29776.75,29727,29742.25,,,29755.504820061746,29770.55138211166,29770.55138211166,33181
1785955500,29742,29766.25,29722.75,29726.25,,,29740.877410030873,29761.691105689326,29761.691105689326,26702
1785956400,29727.25,29778.5,29718,29773.75,,,29757.313705015436,29764.10288455146,29764.10288455146,33474
1785957300,29774.25,29780,29753.5,29756.5,,,29756.906852507716,29762.58230764117,29762.58230764117,23661
1785958200,29756.25,29763.5,29706,29711.75,,,29734.32842625386,29752.415846112934,29752.415846112934,40427
1785959100,29710.75,29733,29593,29606.75,,,29670.53921312693,29723.282676890347,29723.282676890347,67692
1785960000,29607.25,29618.5,29530.75,29604.5,,,29637.519606563466,29699.526141512277,29699.526141512277,54267
