time,open,high,low,close,TheStrat Label 1,TheStrat Label 2,TheStrat Label 3,2-1-2 BLR,2-1-2 BLC,3-1-2 BLR,3-2-2 BLR,Rev Strat 1-2-2 BLR,2-2 BLR,2-1-2 BRR,2-1-2 BRC,3-1-2 BRR,3-2-2 BRR,Rev Strat 1-2-2 BRR,2-2 BRR,Double Inside,PMG BLR,PMG BRR,Volume,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status
1569333600,7862.6,7863.2,7811.2,7819.4,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92096,1.934558727675657,1.934558727675657,0.14472150715281915,0.14472150715281915,-0.3237813583520363,-0.3237813583520363,-0.549436573143753,-0.549436573143753
1569337200,7819.4,7820.8,7753.4,7767.8,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62988,1.2618954503976039,1.2618954503976039,-0.5161306848016826,-0.5161306848016826,-0.9815419131144196,-0.9815419131144196,-0.6598971788116667,-0.6598971788116667
1569340800,7767.8,7779.8,7689.2,7694.6,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121772,0.3076521965845439,0.3076521965845439,-1.4536186780394718,-1.4536186780394718,-1.9146440954517618,-1.9146440954517618,-0.9423517598290354,-0.9423517598290354
1569344400,7694.6,7714.6,7682.2,7697.6,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75897,0.3467605266588497,0.3467605266588497,-1.4151970389723492,-1.4151970389723492,-1.876402202733018,-1.876402202733018,0.03898838146232422,0.03898838146232422
1569348000,7697.6,7748.6,7678.6,7709,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157842,0.49537218094120716,0.49537218094120716,-1.2691948105172879,-1.2691948105172879,-1.7310830104017971,-1.7310830104017971,0.14809810850134633,0.14809810850134633
1569351600,7709,7720,7688.4,7709,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87884,0.49537218094120716,0.49537218094120716,-1.2691948105172879,-1.2691948105172879,-1.7310830104017971,-1.7310830104017971,0,0
1569355200,7709,7725.4,7708.9,7715.1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16649,0.5748924520923004,0.5748924520923004,-1.1910708110808006,-1.1910708110808006,-1.6533244952070136,-1.6533244952070136,0.07912829160721707,0.07912829160721707
1569362400,7715.1,7722.8,7699.6,7719.3,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7824,0.6296441141963263,0.6296441141963263,-1.1372805163868314,-1.1372805163868314,0.05443869813741647,0.05443869813741647,0.05443869813741647,0.05443869813741647
1569366000,7719.3,7731.7,7719,7729.7,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091,0.7652196584539149,0.7652196584539149,-1.0040855009541443,-1.0040855009541443,0.18923928400149645,0.18923928400149645,0.13472724210744025,0.13472724210744025
1569369600,7729.7,7732.6,7700.4,7707.8,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13273,0.4797288489114872,0.4797288489114872,-1.2845634661441345,-1.2845634661441345,-0.09461964200075412,-0.09461964200075412,-0.2833227680246276,-0.2833227680246276
1569373200,7707.8,7726.3,7707.3,7711.9,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10779,0.5331769000130313,0.5331769000130313,-1.2320538927524074,-1.2320538927524074,-0.04147710334280472,-0.04147710334280472,0.05319286956069766,0.05319286956069766
1569376800,7711.9,7735.8,7711.5,7731.6,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11347,0.7899882675009825,0.7899882675009825,-0.9797517962116263,-0.9797517962116263,0.21386631411128826,0.21386631411128826,0.2554493704534645,0.2554493704534645
1569380400,7731.6,7732.7,7725.1,7731.2,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5372,0.784773823491068,0.784773823491068,-0.984874681420583,-0.984874681420583,0.20868167619343178,0.20868167619343178,-0.005173573387145554,-0.005173573387145554
1569384000,7731.2,7733.9,7724,7727.1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675,0.7313257723895237,0.7313257723895237,-1.0373842548123102,-1.0373842548123102,0.15553913753548235,0.15553913753548235,-0.053031870860920094,-0.053031870860920094
