Time,Open,High,Low,Latest,Change,%Change,Volume
"2025-03-17 17:50",20059.25,20063.5,20057,20058.5,-0.5,0.00%,397
"2025-03-17 17:45",20062.5,20065,20055,20059,-3.5,-0.02%,624
"2025-03-17 17:40",20062.75,20066,20058.5,20062.5,-0.75,0.00%,591
"2025-03-17 17:35",20062,20066.5,20059.75,20063.25,0.75,0.00%,651
"2025-03-17 17:30",20056.25,20065.5,20056.25,20062.5,5.75,+0.03%,1176
"2025-03-17 17:25",20054.25,20063,20051.5,20056.75,3.25,+0.02%,1172
"2025-03-17 17:20",20053.5,20054.5,20043.5,20053.5,-0.25,0.00%,1380
"2025-03-17 17:15",20057.75,20058.5,20052.25,20053.75,-3.,-0.01%,764
"2025-03-17 17:10",20054.75,20062.75,20053.5,20056.75,2,+0.01%,1371
"2025-03-17 17:05",20052.5,20057.5,20047.25,20054.75,3,+0.01%,1397
"2025-03-17 17:00",20038.75,20054,20033,20051.75,14,+0.07%,1394
"2025-03-17 15:55",20040,20040.25,20033.5,20037.75,-1.75,-0.01%,374
"2025-03-17 15:50",20035.5,20040.5,20034,20039.5,2.25,+0.01%,379
"2025-03-17 15:45",20034.75,20039.5,20026.75,20037.25,2.75,+0.01%,581
"2025-03-17 15:40",20043,20043,20033.25,20034.5,-8.5,-0.04%,372
"2025-03-17 15:35",20038.5,20044.25,20037.25,20043,4.75,+0.02%,595
"2025-03-17 15:30",20040,20040,20033.75,20038.25,-2.,-0.01%,457
"2025-03-17 15:25",20029.25,20041.5,20024.25,20040.25,10.75,+0.05%,808
"2025-03-17 15:20",20022,20033.5,20020.25,20029.5,6.75,+0.03%,920
"2025-03-17 15:15",20022.5,20023.25,20014.75,20022.75,1.25,+0.01%,817
"2025-03-17 15:10",20022.5,20031.25,20015.25,20021.5,-0.75,0.00%,1397
"2025-03-17 15:05",20023.25,20032,20017.5,20022.25,-0.75,0.00%,2605
"2025-03-17 15:00",20039,20042.25,20004,20023,-15.75,-0.08%,8138
"2025-03-17 14:55",20076.75,20077.25,20031.75,20038.75,-37.25,-0.19%,17618
"2025-03-17 14:50",20112.25,20122,20063.75,20076,-37.,-0.18%,12494
"2025-03-17 14:45",20122,20126.75,20105.5,20113,-9.,-0.04%,4157
"2025-03-17 14:40",20121,20125,20106.25,20122,1.25,+0.01%,4096
"2025-03-17 14:35",20109.75,20128.25,20107,20120.75,11.25,+0.06%,4583
"2025-03-17 14:30",20123.75,20138,20108.25,20109.5,-14.75,-0.07%,5835
"2025-03-17 14:25",20122.5,20128,20108,20124.25,1.75,+0.01%,5363
"2025-03-17 14:20",20119,20132.75,20116.5,20122.5,3.5,+0.02%,4972
"2025-03-17 14:15",20128,20129.75,20112.25,20119,-8.5,-0.04%,4308
"2025-03-17 14:10",20127.25,20135.25,20113.5,20127.5,0.75,0.00%,6201
"2025-03-17 14:05",20130.75,20150,20124,20126.75,-3.25,-0.02%,5179
"2025-03-17 14:00",20146,20153.5,20122.5,20130,-16.5,-0.08%,7178
"2025-03-17 13:55",20152.25,20166,20143.75,20146.5,-5.5,-0.03%,3604
"2025-03-17 13:50",20158.5,20167.75,20148.25,20152,-6.,-0.03%,4947
"2025-03-17 13:45",20137.25,20167.75,20133.75,20158,20.75,+0.10%,6532
"2025-03-17 13:40",20141,20147.25,20127.5,20137.25,-4.,-0.02%,3721
"2025-03-17 13:35",20148.5,20149.5,20123.5,20141.25,-8.,-0.04%,5496
"2025-03-17 13:30",20127.5,20150,20119.5,20149.25,22,+0.11%,5626
"2025-03-17 13:25",20107,20133.25,20106.25,20127.25,20.75,+0.10%,6212
"2025-03-17 13:20",20103.75,20110.75,20088.5,20106.5,2.75,+0.01%,5239
"2025-03-17 13:15",20086,20109.75,20076.5,20103.75,18,+0.09%,7561
"2025-03-17 13:10",20054.5,20091.5,20044.25,20085.75,31.25,+0.16%,7877
"2025-03-17 13:05",20036.25,20060,20032.25,20054.5,18.75,+0.09%,5191
"2025-03-17 13:00",20024.25,20064.25,20023.25,20035.75,11.25,+0.06%,9510
"2025-03-17 12:55",20038.5,20040.25,20021,20024.5,-14.75,-0.07%,3777
"2025-03-17 12:50",20032,20043.5,20029.25,20039.25,7.25,+0.04%,4690
"2025-03-17 12:45",20026,20034.5,20007.25,20032,6.75,+0.03%,5386
"2025-03-17 12:40",20008.5,20034.75,20007.25,20025.25,17.25,+0.09%,5188
"2025-03-17 12:35",19986.25,20013.25,19977.25,20008,22,+0.11%,7939
"2025-03-17 12:30",19967.75,19986.5,19955.75,19986,18.75,+0.09%,5265
"2025-03-17 12:25",19948.25,19977,19946.25,19967.25,19.75,+0.10%,6542
"2025-03-17 12:20",19926,19952.5,19913,19947.5,22,+0.11%,5192
"2025-03-17 12:15",19928,19932.5,19916.25,19925.5,-2.25,-0.01%,3731
"2025-03-17 12:10",19917.5,19928.5,19904.25,19927.75,10.5,+0.05%,3826
"2025-03-17 12:05",19883,19923.75,19882,19917.25,34,+0.17%,5755
"2025-03-17 12:00",19904.25,19910.75,19877.25,19883.25,-20.75,-0.10%,5232
"2025-03-17 11:55",19912.25,19920,19891.5,19904,-9.,-0.05%,4940
"2025-03-17 11:50",19898.25,19917,19881.5,19913,15,+0.08%,5961
"2025-03-17 11:45",19877.25,19900.75,19859.25,19898,21,+0.11%,5891
"2025-03-17 11:40",19897.75,19899.25,19862.5,19877,-21.,-0.11%,6324
"2025-03-17 11:35",19887,19916.75,19881,19898,11.75,+0.06%,7140
"2025-03-17 11:30",19872.5,19896.25,19867.75,19886.25,14,+0.07%,6033
"2025-03-17 11:25",19886.5,19897.75,19864.25,19872.25,-14.75,-0.07%,5534
"2025-03-17 11:20",19911.5,19914.25,19872,19887,-23.75,-0.12%,6783
"2025-03-17 11:15",19934.75,19941.25,19904,19910.75,-23.25,-0.12%,6298
"2025-03-17 11:10",19934.5,19950.25,19921.75,19934,-0.5,0.00%,5741
"2025-03-17 11:05",19897,19942.25,19896,19934.5,37.75,+0.19%,7761
"2025-03-17 11:00",19885.5,19900,19860.75,19896.75,12,+0.06%,7048
"2025-03-17 10:55",19900,19906,19875.75,19884.75,-15.25,-0.08%,5606
