_id,_orderId,_contractId,_timestamp,_tradeDate,_action,_qty,_price,_active,_accountId,Fill ID,Order ID,Timestamp,Date,Account,B/S,Quantity,Price,_priceFormat,_priceFormatType,_tickSize,Contract,Product,Product Description,commission
602656773188,602656773181,4399654,2026-08-03 07:07:01.782Z,2026-08-03,1,30,28605.5,true,60135262,602656773188,602656773181,08/03/2026 03:07:01,8/3/26,GFTEFLEXMATT04258, Sell,30,28605.50,-2,0,0.25,MNQU6,MNQ,Micro E-mini NASDAQ-100,11.700000000000001
602656773200,602656773182,4399654,2026-08-03 07:07:01.787Z,2026-08-03,0,30,28606.25,true,60135262,602656773200,602656773182,08/03/2026 03:07:01,8/3/26,GFTEFLEXMATT04258, Buy,30,28606.25,-2,0,0.25,MNQU6,MNQ,Micro E-mini NASDAQ-100,11.700000000000001
602656773220,602656773213,4399654,2026-08-03 09:16:16.274Z,2026-08-03,0,9,28568.25,true,60135262,602656773220,602656773213,08/03/2026 05:16:16,8/3/26,GFTEFLEXMATT04258, Buy,9,28568.25,-2,0,0.25,MNQU6,MNQ,Micro E-mini NASDAQ-100,3.5100000000000002
602656773234,602656773214,4399654,2026-08-03 09:19:25.073Z,2026-08-03,1,9,28579.75,true,60135262,602656773234,602656773214,08/03/2026 05:19:25,8/3/26,GFTEFLEXMATT04258, Sell,9,28579.75,-2,0,0.25,MNQU6,MNQ,Micro E-mini NASDAQ-100,3.5100000000000002
602656773252,602656773245,4399654,2026-08-03 13:01:03.400Z,2026-08-03,1,20,28459.75,true,60135262,602656773252,602656773245,08/03/2026 09:01:03,8/3/26,GFTEFLEXMATT04258, Sell,20,28459.75,-2,0,0.25,MNQU6,MNQ,Micro E-mini NASDAQ-100,7.8
602656773266,602656773246,4399654,2026-08-03 13:01:13.234Z,2026-08-03,0,20,28457.5,true,60135262,602656773266,602656773246,08/03/2026 09:01:13,8/3/26,GFTEFLEXMATT04258, Buy,20,28457.50,-2,0,0.25,MNQU6,MNQ,Micro E-mini NASDAQ-100,7.8
