time,open,high,low,close,EMA Direction (debug),HTF EMA Value (debug),SCRIPT VERSION: EXPERIMENTAL (dollar_tp/sl),Order Sent Long,Order Sent Short,Volume,Volume MA
1785784620,28908.75,28917.5,28904,28915.25,1,28902.82262954897,1,0,0,2331,2662.95
1785784680,28915,28926.75,28913.5,28915.25,1,28902.82262954897,1,0,0,2778,2716.85
1785784740,28915.5,28924.75,28915.5,28923.25,1,28902.82262954897,1,0,0,1886,2732.05
1785784800,28923.5,28926,28912,28913.25,1,28902.82262954897,1,0,0,2334,2573.45
1785784860,28913.25,28920.25,28911,28919,1,28902.82262954897,1,0,0,1480,2435.3
1785784920,28918.75,28924,28916.75,28920.25,1,28902.82262954897,1,0,0,1510,2370.1
1785784980,28920.75,28922.75,28916,28917.75,1,28902.82262954897,1,0,0,1424,2311.35
1785785040,28917.75,28922.75,28915,28916.5,1,28902.82262954897,1,0,0,1103,2285.45
1785785100,28916.25,28919.25,28912.5,28913.75,1,28902.82262954897,1,0,0,1729,2177.35
1785785160,28913.5,28918.5,28909.5,28914.25,1,28902.82262954897,1,0,0,2175,2128.8
1785785220,28914.25,28923.25,28913.5,28922.25,1,28902.82262954897,1,0,0,1304,2111.7
1785785280,28922.25,28924.25,28909.75,28909.75,1,28902.82262954897,1,0,0,2346,2022.8
1785785340,28909.75,28918,28908,28913.25,1,28902.82262954897,1,0,0,1399,2021.35
1785785400,28912.75,28926,28911.75,28915.75,1,28906.298419699313,1,0,0,2822,2049.2
1785785460,28915.75,28920.5,28906.5,28915.5,1,28906.298419699313,1,0,0,2270,2064.85
1785785520,28915,28917,28908.75,28909,1,28906.298419699313,1,0,0,1312,2047.2
1785785580,28909.25,28911.5,28903.5,28904.5,-1,28906.298419699313,1,0,0,1818,1965.05
1785785640,28904.5,28915.75,28904.25,28911.75,1,28906.298419699313,1,0,0,1957,1952.85
1785785700,28912,28918.5,28911.5,28916.5,1,28906.298419699313,1,0,0,1484,1881.85
1785785760,28916.25,28923.5,28905.75,28907.5,1,28906.298419699313,1,0,0,2909,1918.55
1785785820,28907.5,28912,28903,28910.25,1,28906.298419699313,1,0,0,1786,1891.3
1785785880,28910.25,28913.75,28906,28906.5,1,28906.298419699313,1,0,0,1397,1822.25
1785785940,28907,28911.75,28902,28905.25,-1,28906.298419699313,1,0,0,1417,1798.8
1785786000,28905.25,28910.75,28900,28910,1,28906.298419699313,1,0,0,2579,1811.05
1785786060,28909.75,28914.5,28898.5,28902.75,-1,28906.298419699313,1,0,0,2474,1860.75
1785786120,28902.25,28910.5,28901.75,28907,1,28906.298419699313,1,0,0,1504,1860.45
1785786180,28907.25,28909.75,28903.25,28906,-1,28906.298419699313,1,0,0,1340,1856.25
1785786240,28906.25,28919.75,28906.25,28915,1,28906.298419699313,1,0,0,2390,1920.6
1785786300,28915,28918.75,28911.5,28914.75,1,28909.198946466207,1,0,0,1805,1924.4
1785786360,28914.5,28917.5,28901.5,28906.25,-1,28909.198946466207,1,0,0,2261,1928.7
1785786420,28905.5,28914.5,28902.25,28912.5,1,28909.198946466207,1,0,0,1880,1957.5
1785786480,28912.25,28921.75,28911.25,28914.75,1,28909.198946466207,1,0,0,2351,1957.75
1785786540,28914.75,28918,28912.25,28915.25,1,28909.198946466207,1,0,0,1426,1959.1
1785786600,28914.75,28933.5,28913,28921.75,1,28909.198946466207,1,0,0,7404,2188.2
1785786660,28921.75,28935,28919,28927.5,1,28909.198946466207,1,0,0,3048,2227.1
1785786720,28928,28935.75,28926.25,28928,1,28909.198946466207,1,0,0,2950,2309
1785786780,28928,28931.25,28906.25,28910.25,1,28909.198946466207,1,0,0,4580,2447.1
1785786840,28909.5,28909.5,28890.25,28899.75,-1,28909.198946466207,1,0,0,7118,2705.15
1785786900,28899.25,28899.25,28878.5,28881.75,-1,28909.198946466207,1,0,0,6218,2941.85
1785786960,28881.5,28884.25,28865.75,28883.25,-1,28909.198946466207,1,0,0,6322,3112.5
1785787020,28883.25,28892.25,28879.75,28887.75,-1,28909.198946466207,1,0,0,4159,3231.15
1785787080,28888,28901.5,28886.5,28895.75,-1,28909.198946466207,1,0,0,5565,3439.55
1785787140,28896.25,28904.75,28881,28900.75,-1,28909.198946466207,1,0,0,11228,3930.1
1785787200,28901.5,28902.25,28878.75,28879.25,-1,28906.38263097747,1,0,0,4380,4020.15
1785787260,28879.25,28897,28877.75,28894,-1,28906.38263097747,1,0,0,2880,4040.45
1785787320,28894,28894.25,28881.5,28889.25,-1,28906.38263097747,1,0,0,1769,4053.7
