time,open,high,low,close,MA,EMA,EMA,Volume,Plot,MFI Bar TOP Line,MFI Bar BOTTOM Line,WT Wave 1,WT Wave 2,VWAP,RSI+MFI Area,WT Bearish Divergence,WT Bullish Divergence,WT 2nd Bearish Divergence,WT 2nd Bullish Divergence,RSI,RSI Bearish Divergence,RSI Bullish Divergence,Stoch K,Stoch D,Stoch Bearish Divergence,Stoch Bullish Divergence,Schaff Trend Cycle 1,Schaff Trend Cycle 2,Over Bought Level 2,Over Bought Level 3,Over Sold Level 2,Sommi bearish flag,Sommi bullish flag,Sommi bearish diamond,Sommi bullish diamond,Buy and sell circle,Buy circle,Sell circle,Divergence buy circle,Divergence sell circle,Gold  buy gold circle,Plot,MFI Bar TOP Line,MFI Bar BOTTOM Line,WT Wave 1,WT Wave 2,VWAP,RSI+MFI Area,WT Bearish Divergence,WT Bullish Divergence,WT 2nd Bearish Divergence,WT 2nd Bullish Divergence,RSI,RSI Bearish Divergence,RSI Bullish Divergence,Stoch K,Stoch D,Stoch Bearish Divergence,Stoch Bullish Divergence,Schaff Trend Cycle 1,Schaff Trend Cycle 2,Over Bought Level 2,Over Bought Level 3,Over Sold Level 2,Sommi bearish flag,Sommi bullish flag,Sommi bearish diamond,Sommi bullish diamond,Buy and sell circle,Buy circle,Sell circle,Divergence buy circle,Divergence sell circle,Gold  buy gold circle
1672531200,16549.5,23966,16511,23130,,26837.263772630846,22677.444891736566,4412129.783,0,-95,-99,-40.18690560708229,-41.769255446472236,1.5823498393899484,,,,,-41.769255446472236,,,,,,,,,,60,100,-60,,,,,-41.769255446472236,,,,,,0,-95,-99,-40.18690560708229,-41.769255446472236,1.5823498393899484,,,,,-41.769255446472236,,,,,,,,,,60,100,-60,,,,,-41.769255446472236,,,,,
1675209600,23130,25296.1,21327.5,23129.9,,26500.230702391676,22777.990471350662,4236509.718,0,-95,-99,-34.32412218906047,-39.386536462567534,5.062414273507066,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,-34.32412218906047,-39.386536462567534,5.062414273507066,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1677628800,23129.9,29197.2,19535,28452.1,,26677.673365810613,24038.903699939405,6650152.551,0,-95,-99,-25.261730748793617,-33.25758618164546,7.99585543285184,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,-25.261730748793617,-33.25758618164546,7.99585543285184,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1680307200,28452.1,31061.7,26933,29217,,26908.521241646013,25189.59176661954,4406415.695,0,-95,-99,-12.549516276762212,-24.045123071538768,11.495606794776556,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,-12.549516276762212,-24.045123071538768,11.495606794776556,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1682899200,29217,29833,25764,27199,,26934.928401496374,25636.126929592974,3801414.641,0,-95,-99,-5.496276607564968,-14.435841211040268,8.9395646034753,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,-5.496276607564968,-14.435841211040268,8.9395646034753,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1685577600,27199,31444,24779.5,30465.5,,27255.889455905795,26709.32094523898,4160898.182,0,-95,-99,2.44272001015508,-5.201024291390703,7.643744301545783,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,2.44272001015508,-5.201024291390703,7.643744301545783,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1688169600,30465.5,31843.9,28851,29224.4,,27434.84495991436,27268.22740185254,2645031.718,0,-95,-99,10.345688163912627,2.4307105221675767,7.91497764174505,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,10.345688163912627,2.4307105221675767,7.91497764174505,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1690848000,29224.4,30265.8,24200.9,25924.1,,27297.504509013055,26969.532423663084,3316982.516,0,-95,-99,8.44184886166576,7.076752345244486,1.3650965164212732,,,,,,,,,,,78.04116426001129,,,,60,100,-60,,,,,,,,,,,0,-95,-99,8.44184886166576,7.076752345244486,1.3650965164212732,,,,,,,,,,,78.04116426001129,,,,60,100,-60,,,,,,,,,,
1693526400,25924.1,27484.9,24853.4,26953.5,,27266.23137183005,26965.969662849064,2857762.706,0,-95,-99,5.644690898367385,8.144075974648588,-2.4993850762812038,,,,,,,,,,,,,,,60,100,-60,,,108,,8.144075974648588,,,,,,0,-95,-99,5.644690898367385,8.144075974648588,-2.4993850762812038,,,,,,,,,,,,,,,60,100,-60,,,108,,8.144075974648588,,,,,
1696118400,26953.5,36743.5,26523,34667.1,,27939.037610754593,28677.331959993717,4148320.547,0,-95,-99,21.053689512121473,11.713409757384872,9.340279754736601,,,,,,,,,,,,,,,60,100,-60,,,,,11.713409757384872,,,,,,0,-95,-99,21.053689512121473,11.713409757384872,9.340279754736601,,,,,,,,,,,,,,,60,100,-60,,,,,11.713409757384872,,,,,
